Isolate,total,rif,inh,emb,pza,str,cap,amk,cip,kan,levo,oflx,pas,eth,unknown
Test537,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0
Test584,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0
Test581,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Test539,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Test562,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
S0008_01_fastp,396,1,0,0,0,16,41,52,0,43,0,0,0,0,243
CS5578-LDJ7647-W1_L3_1.fq.sorted,6,1,0,1,0,2,0,1,0,1,0,0,0,0,0
Test907,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
Test930,4,0,1,0,0,3,1,1,0,1,0,0,0,0,-3
Test906,4,0,0,1,0,2,0,0,0,0,0,0,0,0,1
ERR067655,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Test460,3,0,0,0,0,2,0,1,0,1,0,0,0,0,-1
Test463,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Test500,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Test466,3,0,0,0,0,2,0,1,0,1,0,0,0,0,-1
Test467,4,0,0,1,0,2,0,1,0,1,0,0,0,0,-1
Test455,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Test451,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Test484,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Test477,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Test448,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Test489,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Test491,3,0,0,0,0,2,0,1,0,1,0,0,0,0,-1
Test495,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
107_01_HostUn,152,0,0,4,0,9,25,27,0,28,0,0,0,0,59
S0245_01,44,2,0,0,0,2,0,1,0,1,0,0,0,0,38
S0224_01,102,0,0,0,0,6,27,28,0,28,0,0,0,0,13
S0230_01,109,0,0,0,0,11,31,37,0,35,0,0,0,0,-5
TEST0245,11,1,1,2,0,3,0,1,0,1,1,0,0,1,0
TEST0249,16,1,1,3,1,4,0,0,0,0,1,0,0,1,4
Serialsamples.XD00902327.dedup_reads.bam.indelqualed_reads.bam.vars,7,1,0,0,0,2,0,0,0,0,0,0,0,0,4
Serialsamples.XD00422725.dedup_reads.bam.indelqualed_reads.bam.vars,7,1,0,1,0,3,0,0,0,0,0,0,0,0,2
Serialsamples.XD00759101.dedup_reads.bam.indelqualed_reads.bam.vars,8,1,0,0,0,2,0,0,0,0,0,0,0,0,5
Serialsamples.XD00902339.dedup_reads.bam.indelqualed_reads.bam.vars,7,1,0,0,0,3,0,0,0,0,0,0,0,0,3
Serialsamples.XD00981748.dedup_reads.bam.indelqualed_reads.bam.vars,11,2,0,1,1,2,0,0,0,0,0,0,0,0,5
Serialsamples.XD00442082.dedup_reads.bam.indelqualed_reads.bam.vars,11,1,0,1,0,3,0,0,0,0,1,0,0,0,5
Serialsamples.XD00761832.dedup_reads.bam.indelqualed_reads.bam.vars,7,1,0,0,0,3,0,0,0,0,0,0,0,0,3
Serialsamples.XD00127632.dedup_reads.bam.indelqualed_reads.bam.vars,12,2,0,1,1,2,0,0,0,0,0,0,0,0,6
Serialsamples.XD00193220.dedup_reads.bam.indelqualed_reads.bam.vars,11,2,0,0,0,3,0,0,0,0,0,0,0,0,6
Serialsamples.XD00134059.dedup_reads.bam.indelqualed_reads.bam.vars,7,1,0,3,0,3,0,0,0,0,0,0,0,0,0
Serialsamples.XD00422412.dedup_reads.bam.indelqualed_reads.bam.vars,8,1,1,0,0,2,0,1,0,1,0,0,0,0,2
Serialsamples.XD00492815.dedup_reads.bam.indelqualed_reads.bam.vars,10,1,0,1,0,3,0,0,0,0,1,0,0,0,4
Serialsamples.XD00772001.dedup_reads.bam.indelqualed_reads.bam.vars,11,1,0,1,0,3,0,0,0,0,0,0,0,0,6
Serialsamples.XD00157235.dedup_reads.bam.indelqualed_reads.bam.vars,9,1,0,3,0,3,0,0,0,0,0,0,0,0,2
Serialsamples.XD00788391.dedup_reads.bam.indelqualed_reads.bam.vars,22,1,0,0,0,2,0,0,0,0,0,0,0,0,19
Serialsamples.XD00939481.dedup_reads.bam.indelqualed_reads.bam.vars,10,1,0,0,0,2,0,1,0,1,0,0,0,0,5
Serialsamples.XD00944189.dedup_reads.bam.indelqualed_reads.bam.vars,23,2,0,0,0,2,1,2,0,2,0,0,0,0,14
Serialsamples.XD00127950.dedup_reads.bam.indelqualed_reads.bam.vars,9,1,1,0,0,2,0,0,0,0,0,0,0,0,5
Serialsamples.XD00905897.dedup_reads.bam.indelqualed_reads.bam.vars,7,1,0,0,0,3,0,0,0,0,0,0,0,0,3
Serialsamples.XD00946265.dedup_reads.bam.indelqualed_reads.bam.vars,7,1,0,0,0,2,0,1,0,1,0,0,0,0,2
Serialsamples.XD00752314.dedup_reads.bam.indelqualed_reads.bam.vars,158,1,0,1,0,7,12,11,0,11,0,0,0,0,115
Serialsamples.XD00198627.dedup_reads.bam.indelqualed_reads.bam.vars,11,1,0,3,0,3,0,0,0,0,0,0,0,0,4
Serialsamples.XD00920047.dedup_reads.bam.indelqualed_reads.bam.vars,7,3,0,0,0,2,0,1,0,1,0,0,0,0,0
Serialsamples.XD00492816.dedup_reads.bam.indelqualed_reads.bam.vars,16,1,1,1,0,3,0,0,0,0,1,0,0,0,9
Serialsamples.XD00492819.dedup_reads.bam.indelqualed_reads.bam.vars,10,1,0,1,0,3,0,0,0,0,1,0,0,0,4
Serialsamples.XD00456534.dedup_reads.bam.indelqualed_reads.bam.vars,8,1,0,1,0,3,0,0,0,0,1,0,0,0,2
CS5564-LDJ7638-W1_L3_1.fq.sorted,7,1,0,1,0,2,0,1,0,1,0,0,0,0,1
CS5607-LDJ7621-W1_L3_1.fq.sorted,7,1,1,5,0,2,0,0,0,0,0,0,0,0,-2
TEST0197,11,2,1,1,1,4,1,1,0,1,1,0,0,1,-3
Test093,10,2,1,4,1,3,0,0,0,0,1,0,0,0,-2
Test177,12,1,1,2,0,4,1,1,0,1,2,0,0,1,-2
Test197,11,2,1,1,1,4,1,1,0,1,1,0,0,1,-3
Test178,6,1,1,1,0,3,0,0,0,0,0,0,0,0,0
Test166,12,1,1,1,1,4,1,1,0,1,2,0,0,1,-2
Test183,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0
TEST0166,12,1,1,1,1,4,1,1,0,1,2,0,0,1,-2
YA00085751,14,1,3,2,1,4,1,2,0,2,1,0,0,1,-4
YA00085750,14,1,3,2,1,4,1,2,0,2,1,0,0,1,-4
YA00085749,11,1,1,4,2,3,1,1,0,1,1,0,0,1,-5
TS-1247-LDC9278_L2_1.fq.sorted,8,2,0,1,0,3,0,0,0,0,0,0,0,0,2
Test842,9,1,1,1,1,4,1,1,0,1,0,0,0,1,-3
Test813,10,1,1,1,1,4,1,1,0,1,1,0,0,1,-3
Test832,13,1,1,1,0,4,2,2,0,2,1,0,0,1,-2
BTN-1027-LDC9245_L2_1.fq.sorted,6,1,0,1,0,2,0,0,0,0,0,0,0,1,1
SMC-YSP-seoul,10,1,0,2,1,3,0,1,0,1,1,0,0,0,0
8-2018 QC_IonXpress_028,9,1,1,3,1,4,1,1,0,1,0,0,0,1,-5
CS5588-LDJ7652-W1_L3_1.fq.sorted,5,1,0,1,0,2,0,0,0,0,0,0,0,1,0
TEST0233,6,2,1,0,0,3,0,0,0,0,0,0,0,0,0
TEST0243,9,1,1,2,0,4,0,0,0,0,0,0,0,0,1
TEST0242,10,1,2,1,1,3,0,0,0,0,1,0,0,1,0
TEST0225,8,2,1,0,1,4,1,1,0,1,0,0,0,0,-3
TEST0244,14,1,1,2,1,5,1,1,0,1,2,0,0,1,-2
TEST0239,10,1,2,1,1,3,0,0,0,0,1,0,0,1,0
CS5547-LDJ7607-W1_L3_1.fq.sorted,5,1,0,1,0,2,0,0,0,0,0,0,0,1,0
CS-5508-LDC9263_L2_1.fq.sorted,9,1,1,4,1,3,0,1,0,1,0,0,0,0,-3
YA00069278,9,1,1,1,1,3,1,1,0,1,1,0,0,1,-3
CS5553-LDJ7612-W1_L3_1.fq.sorted,4,1,0,1,0,2,0,0,0,0,0,0,0,0,0
CS5557-LDJ7635-W1_L3_1.fq.sorted,9,1,1,4,0,2,0,0,0,0,0,0,0,0,1
CS5552-LDJ7611-W1_L3_1.fq.sorted,8,1,1,1,0,3,0,0,0,0,0,0,0,0,2
TEST0183,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0
TEST0177,10,1,1,2,0,4,1,1,0,1,2,0,0,1,-4
TEST0178,6,1,1,1,0,3,0,0,0,0,0,0,0,0,0
CS-5511-LDC9275_L2_1.fq.sorted,10,1,1,2,0,2,0,1,0,1,0,0,0,0,2
CS5570-LDJ7640-W1_L3_1.fq.sorted,12,1,1,4,0,2,0,0,0,0,0,0,0,0,4
Test1130,10,1,1,1,1,4,1,1,0,1,0,0,0,0,-1
Test1116,6,1,1,0,0,3,0,0,0,0,0,0,0,0,1
Test1142,8,1,1,1,1,3,0,0,0,0,0,0,0,0,1
BAT-44-LDC9271_L2_1.fq.sorted,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0
CS-5471-LDC9255_L2_1.fq.sorted,8,1,1,1,0,3,0,0,0,0,0,0,0,1,1
TEST0294,13,1,1,2,1,3,0,0,0,0,1,0,0,2,2
TEST0290,12,2,1,2,1,4,0,0,0,0,1,0,0,0,1
TEST0285,12,1,1,2,1,5,1,1,0,1,1,0,0,0,-2
TEST0256,14,1,1,2,1,5,1,1,0,1,1,0,0,0,0
TEST0272,9,1,1,2,0,3,0,0,0,0,0,0,0,0,2
TEST0284,13,1,1,2,1,3,0,0,0,0,1,0,0,2,2
TEST0275,13,1,1,2,1,3,0,0,0,0,1,0,0,2,2
TEST0270,8,1,1,1,1,3,0,0,0,0,0,0,0,1,0
TEST0261,10,1,1,2,0,3,0,0,0,0,1,0,0,0,2
TEST0296,11,1,1,2,1,3,0,0,0,0,2,0,0,0,1
TEST0297,13,1,1,3,0,4,0,0,0,0,1,0,0,0,3
TEST0269,11,1,1,2,1,4,0,0,0,0,1,0,0,0,1
TEST0257,9,1,1,2,0,4,0,0,0,0,0,0,0,0,1
TEST0279,15,1,1,3,1,4,0,0,0,0,1,0,0,0,4
TEST0263,12,1,1,2,1,4,0,0,0,0,1,0,0,0,2
TEST0258,12,1,1,3,0,3,0,1,0,1,1,0,0,0,1
TEST0283,12,1,1,2,1,4,0,0,0,0,2,0,0,0,1
TEST0288,13,1,1,2,1,3,0,0,0,0,1,0,0,2,2
TEST0287,11,1,1,3,0,4,0,0,0,0,1,0,0,0,1
TEST0262,13,1,1,2,1,3,0,0,0,0,1,0,0,2,2
TEST0295,10,1,1,2,0,3,0,0,0,0,1,0,0,0,2
CS5463-LDJ7657-W1_L3_1.fq.sorted,9,1,1,5,1,2,0,0,0,0,0,0,0,0,-1
BTN-1019-LDC9244_L2_1.fq.sorted,5,1,1,1,0,2,0,0,0,0,0,0,0,0,0
CS5619-LDJ7630-W1_L3_1.fq.sorted,9,2,1,2,0,2,0,1,0,1,0,0,0,0,0
WGS_TB_09-06-2020_Run1_ 356.sorted,8,1,1,1,0,3,0,0,0,0,1,0,0,1,0
Test1422,6,1,1,1,0,3,0,0,0,0,0,0,0,0,0
Test1444,6,1,1,1,0,3,0,0,0,0,0,0,0,0,0
Test1452,11,1,1,1,0,3,0,0,0,0,0,0,0,1,4
Test1424,7,1,1,3,2,3,0,0,0,0,0,0,0,0,-3
Test1449,6,1,1,1,0,3,0,0,0,0,0,0,0,0,0
Test1486,8,1,1,1,0,3,0,0,0,0,0,0,0,1,1
Test1442,7,1,1,1,0,3,0,1,0,1,0,0,0,0,-1
Test1419,10,1,1,0,0,3,0,1,0,1,0,0,0,0,3
Test1415,5,1,1,0,0,3,0,0,0,0,0,0,0,0,0
Test1414,9,1,1,1,1,3,0,0,0,0,1,0,0,0,1
Test1474,11,1,1,2,1,4,1,1,0,1,1,0,0,0,-2
Test1436,7,1,1,1,0,3,0,0,0,0,0,0,0,0,1
Test1469,6,1,1,0,1,3,0,0,0,0,0,0,0,0,0
Test1411,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0
Test1421,8,1,1,2,0,3,0,0,0,0,0,0,0,0,1
Test1430,14,2,1,4,1,3,0,0,0,0,0,0,0,1,2
Test1456,10,1,1,3,0,3,0,1,0,1,0,0,0,0,0
Test1418,9,3,1,3,0,3,0,0,0,0,0,0,0,1,-2
Test1429,6,1,1,1,0,3,0,0,0,0,0,0,0,0,0
Test1426,14,1,2,0,1,3,1,1,0,1,0,0,0,2,2
Test1453,7,1,1,1,0,3,0,1,0,1,0,0,0,0,-1
Test1461,8,2,1,3,0,3,0,1,0,1,0,0,0,0,-3
Test1472,9,1,1,1,0,3,0,0,0,0,0,0,0,0,3
Test1462,10,2,1,1,1,3,0,0,0,0,0,0,0,0,2
Test1407,11,1,1,1,1,3,0,0,0,0,2,0,0,1,1
Test1463,24,1,1,5,1,3,0,1,0,1,0,0,0,0,11
Test1423,6,1,1,1,0,3,0,0,0,0,0,0,0,0,0
Test1445,10,1,1,3,0,3,0,1,0,1,0,0,0,0,0
Test1435,8,1,2,4,0,3,0,0,0,0,0,0,0,0,-2
Test1433,11,2,1,3,1,5,1,1,0,1,0,0,0,0,-4
Test1410,10,1,1,2,0,3,1,1,0,1,0,0,0,0,0
Test1437,8,2,1,1,0,3,0,1,0,1,0,0,0,0,-1
Test1459,8,1,1,1,1,3,1,1,0,1,0,0,0,1,-3
Test1432,7,1,1,3,1,3,0,0,0,0,0,0,0,0,-2
Test1431,11,1,1,1,1,3,0,1,0,1,0,0,0,0,2
Test1413,8,1,1,1,0,3,0,1,0,1,0,0,0,1,-1
Test1443,8,1,1,0,1,3,0,0,0,0,0,0,0,0,2
Test242,11,1,2,1,1,3,0,0,0,0,1,0,0,1,1
Test258,12,1,1,3,0,3,0,1,0,1,1,0,0,0,1
Test225,10,2,1,3,1,4,1,1,0,1,0,0,0,0,-4
Test243,9,1,1,2,0,4,0,0,0,0,0,0,0,0,1
Test239,10,1,2,1,1,3,0,0,0,0,1,0,0,1,0
Test296,15,1,1,2,1,3,0,0,0,0,2,0,0,0,5
Test294,13,1,1,2,1,3,0,0,0,0,1,0,0,2,2
Test290,12,2,1,2,1,4,0,0,0,0,1,0,0,0,1
Test275,14,1,1,3,1,3,0,0,0,0,1,0,0,2,2
Test269,11,1,1,2,1,4,0,0,0,0,1,0,0,0,1
Test285,13,1,1,2,1,5,1,1,0,1,1,0,0,0,-1
Test263,12,1,1,2,1,4,0,0,0,0,1,0,0,0,2
Test272,8,1,1,2,0,3,0,0,0,0,0,0,0,0,1
Test279,15,1,1,3,1,4,0,0,0,0,1,0,0,0,4
Test244,15,1,1,2,1,5,1,1,0,1,2,0,0,2,-2
Test270,8,1,1,1,1,3,0,0,0,0,0,0,0,1,0
Test287,11,1,1,3,0,4,0,0,0,0,1,0,0,0,1
Test284,13,1,1,2,1,3,0,0,0,0,1,0,0,2,2
Test218,8,2,1,1,1,3,0,0,0,0,0,0,0,0,0
Test256,15,1,1,2,1,5,1,1,0,1,1,0,0,0,1
Test262,23,1,1,2,1,3,0,0,0,0,1,0,0,1,13
Test288,14,1,1,3,1,3,0,0,0,0,1,0,0,2,2
Test249,16,1,1,3,1,4,0,0,0,0,1,0,0,1,4
Test245,11,1,1,2,0,3,0,1,0,1,1,0,0,1,0
Test233,6,2,1,0,0,3,0,0,0,0,0,0,0,0,0
Test283,13,1,1,2,1,4,0,0,0,0,2,0,0,0,2
Test261,8,1,1,2,0,3,0,0,0,0,1,0,0,0,0
Test295,11,1,1,3,0,3,0,0,0,0,1,0,0,0,2
Test257,10,2,1,2,0,4,0,0,0,0,0,0,0,0,1
8534_S1_L001,9,1,1,1,1,3,0,0,0,0,0,0,0,0,2
Test635,10,2,1,2,1,3,0,0,0,0,1,0,0,0,0
Test685,10,2,1,1,0,3,0,0,0,0,0,0,0,1,2
Test672,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0
Test606,11,3,1,1,1,3,0,0,0,0,1,0,0,0,1
Test638,5,1,1,1,0,2,0,0,0,0,0,0,0,0,0
Test640,9,1,1,1,0,4,1,1,0,1,1,0,0,1,-3
Test641,11,1,1,3,0,3,0,0,0,0,1,0,0,0,2
Test645,9,2,2,1,0,2,0,0,0,0,0,0,0,0,2
Test614,8,1,1,3,0,3,0,0,0,0,0,0,0,1,-1
Test636,11,2,1,3,0,4,2,2,0,2,1,0,0,1,-7
Test639,13,1,1,3,1,4,1,1,0,1,1,0,0,1,-2
Test632,6,1,1,0,0,3,0,1,0,1,0,0,0,0,-1
Test637,5,1,1,0,0,3,0,0,0,0,0,0,0,0,0
CS-5506-LDC9262_L2_1.fq.sorted,9,2,1,3,0,3,1,1,0,1,1,0,0,0,-4
TB-444-4316-18_S127_R.all,10,1,1,4,1,3,0,0,0,0,0,0,0,0,0
TB-444-4321-18_S39_R.all,9,1,1,4,1,3,0,0,0,0,0,0,0,0,-1
TB-444-4060-19_S76_R.all,10,1,1,1,0,3,0,0,0,0,1,0,0,0,3
TB-444-6799-18_S53_R.all,11,2,1,2,1,3,0,0,0,0,1,0,0,0,1
TB-444-4213-18_S99_R.all,8,1,1,1,1,3,0,0,0,0,0,0,0,0,1
CS5461-LDJ7594-W1_L3_1.fq.sorted,5,1,0,1,0,2,0,0,0,0,0,0,0,0,1
NG-21587_DLT27_lib350929_6526_1,10,1,1,1,1,3,0,0,0,0,1,0,0,1,1
NG-20992_DLT11_lib342519_6490_1,8,2,1,1,1,3,0,0,0,0,0,0,0,0,0
NG-21587_DLT26_lib350928_6526_1,11,1,1,1,1,3,0,0,0,0,1,0,0,0,3
CS5651-LDJ7669-W1_L3_1.fq.sorted,11,1,1,3,0,3,0,1,0,1,0,0,0,0,1
TS-1274-LDC9241_L2_1.fq.sorted,7,1,1,1,0,2,0,1,0,1,0,0,0,0,0
CS5540-LDJ7601-W1_L3_1.fq.sorted,10,1,1,2,0,2,0,0,0,0,1,0,0,0,3
Test316,11,1,1,3,1,3,0,0,0,0,1,0,0,0,1
Test335,10,2,1,1,1,3,1,1,0,1,1,0,0,0,-2
Test319,10,1,1,2,0,4,1,1,0,1,1,0,0,0,-2
Test331,14,1,1,4,1,4,0,0,0,0,1,0,0,0,2
Test305,12,2,1,2,1,3,0,1,0,1,1,0,0,0,0
Test395,13,1,1,3,1,4,0,0,0,0,0,0,0,0,3
Test396,11,1,1,2,1,4,0,0,0,0,1,0,0,0,1
Test322,13,1,1,3,0,3,0,0,0,0,1,0,0,0,4
Test328,15,1,1,2,1,3,0,0,0,0,1,0,0,2,4
Test383,12,1,1,1,1,5,2,2,0,2,1,0,0,1,-5
Test378,11,1,3,1,0,3,0,0,0,0,1,0,0,0,2
Test342,13,1,1,5,0,3,0,0,0,0,1,0,0,0,2
Test388,17,1,1,4,1,4,0,0,0,0,1,0,0,1,4
Test339,12,1,1,3,1,4,0,0,0,0,1,0,0,0,1
Test364,10,1,1,2,1,4,0,0,0,0,0,0,0,0,1
Test314,16,1,1,3,1,3,0,0,0,0,1,0,0,1,5
Test360,12,1,1,2,1,3,0,1,0,1,1,0,0,0,1
Test398,9,1,1,2,0,3,0,0,0,0,1,0,0,1,0
Test320,12,1,1,3,0,3,0,0,0,0,1,0,0,0,3
Test329,18,1,1,6,1,4,0,0,0,0,1,0,0,0,4
Test394,12,1,1,3,0,4,0,0,0,0,1,0,0,0,2
Test359,12,1,1,3,1,4,0,0,0,0,1,0,0,1,0
Test346,12,1,1,6,0,3,0,0,0,0,1,0,0,1,-1
Test357,13,1,1,2,1,3,0,1,0,1,0,0,0,0,3
Test313,11,1,1,3,0,4,0,0,0,0,1,0,0,0,1
Test321,17,1,1,2,1,4,0,0,0,0,2,0,0,0,6
Test327,9,1,1,2,0,3,0,1,0,1,1,0,0,0,-1
Test308,13,2,1,3,0,5,1,1,0,1,1,0,0,1,-3
Test317,18,1,1,2,1,3,0,0,0,0,1,0,0,1,8
Test304,12,1,1,2,0,3,0,1,0,1,1,0,0,1,1
Test366,14,1,1,2,0,3,0,0,0,0,1,0,0,0,6
Test326,13,1,1,2,1,3,0,0,0,0,1,0,0,2,2
Test372,20,1,1,3,1,4,0,0,0,0,0,0,0,0,10
Test334,12,2,1,3,1,3,1,1,0,1,1,0,0,0,-2
TS-1334-LDC9276_L2_1.fq.sorted,7,2,1,0,0,3,0,1,0,1,0,0,0,0,-1
CS5545-LDJ7605-W1_L3_1.fq.sorted,7,1,1,1,0,3,0,1,0,1,0,0,0,0,-1
CS5572-LDJ7642-W1_L3_1.fq.sorted,8,1,0,1,0,2,0,0,0,0,0,0,0,0,4
Test1226,11,1,1,3,0,3,0,0,0,0,0,0,0,1,2
Test1289,8,1,1,1,0,3,0,0,0,0,0,0,0,0,2
Test1229,11,1,1,2,1,3,0,0,0,0,0,0,0,0,3
Test1231,11,1,1,1,0,3,0,0,0,0,0,0,0,1,4
Test1222,17,2,1,3,1,3,0,0,0,0,1,0,0,0,6
Test1293,10,1,1,1,2,3,0,0,0,0,1,0,0,1,0
Test1273,6,2,0,0,0,3,0,0,0,0,0,0,0,0,1
Test1287,8,1,1,1,1,3,0,0,0,0,0,0,0,0,1
Test1288,7,1,1,1,0,3,0,0,0,0,0,0,0,0,1
CS5546-LDJ7606-W1_L3_1.fq.sorted,6,1,0,1,0,2,0,0,0,0,0,0,0,0,2
TB-444-4580-19_S21_R.all,8,1,1,1,1,3,0,0,0,0,0,0,0,0,1
Test1341,10,1,1,3,0,3,0,0,0,0,0,0,0,0,2
Test1319,15,2,1,3,1,3,0,0,0,0,1,0,0,0,4
Test1317,13,1,1,1,1,4,1,1,0,1,1,0,0,0,1
Test1316,13,1,1,2,0,3,0,0,0,0,1,0,0,0,5
Test1322,13,1,1,2,0,3,0,0,0,0,1,0,0,0,5
Test1325,19,1,1,3,1,4,0,0,0,0,1,0,0,0,8
Test1331,13,1,1,1,1,3,0,0,0,0,1,0,0,1,4
Test1326,13,1,1,2,1,3,0,1,0,1,1,0,0,0,2
Test1321,14,2,1,2,1,4,0,0,0,0,1,0,0,0,3
Test1328,13,1,1,4,0,4,0,0,0,0,1,0,0,0,2
Test1370,13,1,1,4,0,3,0,0,0,0,1,0,0,1,2
Test1318,11,1,1,2,1,3,0,1,0,1,1,0,0,0,0
Test1324,17,1,1,2,1,3,0,0,0,0,1,0,0,0,8
Test1323,15,1,1,1,1,4,1,1,0,1,1,0,0,1,2
Test1327,18,1,1,3,1,3,0,1,0,1,1,0,0,0,6
Test1330,16,1,1,2,1,4,0,0,0,0,1,0,0,0,6
Test1320,11,1,1,2,1,4,0,0,0,0,1,0,0,0,1
Test1329,12,2,1,3,1,4,0,0,0,0,1,0,0,0,0
KP236,10,1,3,1,0,3,0,0,0,0,1,0,0,0,1
Test1026,10,2,1,4,1,3,0,0,0,0,0,0,0,0,-1
Test1078,13,1,1,3,1,3,0,1,0,1,0,0,0,1,1
Test1072,8,2,2,3,0,3,0,0,0,0,0,0,0,0,-2
Test1049,7,2,2,0,0,3,0,0,0,0,0,0,0,0,0
Test1099,15,1,1,1,1,3,0,0,0,0,0,0,0,0,8
Test1100,11,1,1,1,1,3,0,0,0,0,1,0,0,0,3
TE-BTN-961-LDC9242_L2_1.fq.sorted,8,2,1,1,0,2,0,0,0,0,0,0,0,1,1
TS-1273-LDC9243_L2_1.fq.sorted,8,1,1,1,1,2,0,1,0,1,1,0,0,0,-1
Test568,8,1,1,3,1,3,0,0,0,0,0,0,0,1,-2
Test589,10,1,1,1,0,3,1,1,0,1,0,0,0,0,1
Test533,5,1,1,0,0,2,0,0,0,0,1,0,0,0,0
Test582,15,4,1,1,1,3,0,0,0,0,1,0,0,1,3
Test583,9,2,1,1,1,3,0,0,0,0,0,0,0,1,0
Test591,9,1,1,3,0,3,0,0,0,0,0,0,0,1,0
Test513,12,2,1,1,1,3,0,0,0,0,0,0,0,1,3
Test596,11,2,1,1,0,3,0,0,0,0,0,0,0,1,3
Test518,12,3,1,2,0,4,1,1,0,1,1,0,0,0,-2
Test597,12,2,1,1,1,3,0,0,0,0,0,0,0,1,3
Test545,13,3,1,4,1,3,0,0,0,0,1,0,0,0,0
Test516,11,2,1,3,1,3,0,0,0,0,0,0,0,1,0
Test569,11,1,1,1,0,4,1,1,0,1,1,0,0,1,-1
Test593,8,1,1,2,1,3,0,0,0,0,0,0,0,0,0
Test515,9,1,1,3,1,3,0,0,0,0,1,0,0,1,-2
CS-5539-LDC9274_L2_1.fq.sorted,8,2,1,1,0,3,0,0,0,0,0,0,0,1,0
CS5525-LDJ7597-W1_L3_1.fq.sorted,6,1,0,1,0,2,0,0,0,0,0,0,0,0,2
Test956,12,1,1,1,0,4,1,1,0,1,1,0,0,0,1
Test995,12,1,1,2,1,4,1,1,0,1,1,0,0,0,-1
Test957,12,2,1,3,1,3,0,0,0,0,0,0,0,1,1
Test959,12,1,1,1,3,3,0,0,0,0,0,0,0,1,2
Test963,9,1,1,1,0,3,0,0,0,0,1,0,0,1,1
CS-5455-LDC9246_L2_1.fq.sorted,6,1,1,1,0,3,0,0,0,0,0,0,0,0,0
CS-5463-LDC9250_L2_1.fq.sorted,8,1,1,4,1,2,0,0,0,0,0,0,0,0,-1
CS5610-LDJ7624-W1_L3_1.fq.sorted,4,1,0,1,0,2,0,0,0,0,0,0,0,0,0
CS-5532-LDC9273_L2_1.fq.sorted,7,2,1,1,0,2,0,0,0,0,0,0,0,0,1
Test459,7,2,1,1,0,3,0,0,0,0,0,0,0,0,0
Test405,14,1,3,2,0,4,1,1,0,1,1,0,0,1,-1
Test431,9,1,1,1,1,3,0,0,0,0,1,0,0,1,0
Test498,5,1,0,0,0,3,1,2,0,2,0,0,0,0,-4
Test427,14,1,1,2,1,3,0,1,0,1,1,0,0,0,3
Test457,5,1,0,1,0,2,0,0,0,0,0,0,0,0,1
Test494,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0
Test479,5,1,0,0,0,3,1,2,0,2,0,0,0,0,-4
Test411,15,1,1,3,2,5,1,1,0,1,1,0,0,1,-2
Test433,12,1,1,2,1,4,0,0,0,0,1,0,0,0,2
Test408,13,1,1,3,1,4,0,0,0,0,1,0,0,0,2
Test487,7,1,2,0,0,3,0,0,0,0,0,0,0,0,1
Test403,13,2,1,3,0,3,0,1,0,1,1,0,0,1,0
Test421,9,1,1,1,1,3,0,0,0,0,1,0,0,1,0
Test449,9,1,1,0,0,3,0,0,0,0,0,0,0,0,4
Test407,13,1,1,2,1,4,0,0,0,0,2,0,0,0,2
Test423,11,1,1,2,1,4,0,0,0,0,1,0,0,0,1
CS5560-LDJ7636-W1_L3_1.fq.sorted,10,1,1,3,1,2,0,0,0,0,1,0,0,0,1
CS5576-LDJ7645-W1_L3_1.fq.sorted,8,2,0,1,0,2,0,0,0,0,0,0,0,0,3
Test1221,13,1,2,1,1,4,1,1,0,1,0,0,0,2,-1
S0219_sub,85,0,0,0,0,6,26,27,0,28,0,0,0,0,-2
S0028_01,66,3,0,0,0,2,0,0,0,0,0,0,0,0,61
S0028_01_fastp,66,3,0,0,0,2,0,0,0,0,0,0,0,0,61
S0045_01,88,0,0,0,0,5,15,16,0,16,0,0,0,0,36
S0184_01,49,0,0,0,0,2,0,0,0,0,0,0,0,0,47
S0218_01,98,0,0,0,0,11,33,35,0,36,0,0,0,0,-17
S0162_01,31,0,0,0,0,3,2,3,0,3,0,0,0,0,20
S0258_01,105,6,0,0,0,2,0,0,0,0,0,0,0,0,97
S0196_01,120,0,0,0,0,15,35,38,0,38,0,0,0,0,-6
