IP,DateTime,submission_command,submission_url,os,num_1,num_2
134.174.159.101,15/Dec/2021:19:16:50,POST /dashboard/uploadID.php HTTP/1.1,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2762.73 Safari/537.36",404,5486
134.174.159.101,15/Dec/2021:19:30:40,"GET /upload/mobile/index.php?c=category&a=asynclist&price_max=1.0%20AND%20(SELECT%201%20FROM(SELECT%20COUNT(*),CONCAT(0x7e,md5(1),0x7e,FLOOR(RAND(0)*2))x%20FROM%20INFORMATION_SCHEMA.CHARACTER_SETS%20GROUP%20BY%20x)a)'' HTTP/1.1",-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",404,5486
134.174.159.101,15/Dec/2021:20:17:18,GET /index.php/Home/uploadify/fileList?type=.+&path=../../../ HTTP/1.1,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2225.0 Safari/537.36",404,5486
134.174.159.101,15/Dec/2021:20:42:18,GET /predict/upload/ HTTP/1.1,-,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),302,0
134.174.159.101,15/Dec/2021:20:42:29,GET /user/login/?next=/predict/upload/ HTTP/1.1,-,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),200,6341
134.174.159.101,15/Dec/2021:20:44:42,GET /sites/all/modules/avatar_uploader/lib/demo/view.php?file=../../../../../../../../../../../etc/passwd HTTP/1.1,-,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",404,5486
134.174.159.101,15/Dec/2021:21:50:47,POST /wp-content/plugins/wp-ticket/assets/ext/zebraform/process.php?form=%3C/script%3E%3Cimg%20src%20onerror=alert(/XSS-form/)%3E&control=upload HTTP/1.1,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36",404,5486
134.174.159.101,15/Dec/2021:23:42:24,POST /jars/upload HTTP/1.1,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36",404,5486
134.174.159.101,16/Dec/2021:00:14:40,POST /upload/UploadResourcePic.ashx?ResourceID=8382 HTTP/1.1,-,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2049.0 Safari/537.36",404,5486
134.174.159.101,16/Dec/2021:00:32:24,POST /upload HTTP/1.1,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2866.71 Safari/537.36",404,5486
134.174.159.101,16/Dec/2021:01:17:47,GET /upgrade_handle.php?cmd=writeuploaddir&uploaddir=%27;whoami;%27 HTTP/1.1,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2225.0 Safari/537.36",404,5486
134.174.159.101,16/Dec/2021:01:29:42,POST /Upload/upload_file.php?l=test HTTP/1.1,-,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.67 Safari/537.36",404,5486
134.174.159.101,16/Dec/2021:03:48:04,POST /cf_scripts/scripts/ajax/ckeditor/plugins/filemanager/upload.cfm HTTP/1.1,-,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.2117.157 Safari/537.36",404,5486
134.174.159.101,16/Dec/2021:03:48:05,GET /cf_scripts/scripts/ajax/ckeditor/plugins/filemanager/uploadedFiles/22KCPssFjndM26k8AFDCJIRZB5Q.jsp HTTP/1.1,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",404,5486
134.174.159.101,16/Dec/2021:03:50:57,GET /wp-content/plugins/uploader/views/notify.php?notify=unnotif&blog=%3C%2Fscript%3E%3Cscript%3Ealert%28document.domain%29%3C%2Fscript%3E HTTP/1.1,-,"Mozilla/5.0 (X11; OpenBSD i386) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",404,5486
134.174.159.101,16/Dec/2021:03:56:14,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/data/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",302,0
134.174.159.101,16/Dec/2021:03:56:15,GET /user/login/?next=/predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/data/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",200,6341
134.174.159.101,16/Dec/2021:03:56:20,GET /maps/mutations/ HTTP/1.1,https://gentb.hms.harvard.edu/user/login/?next=/predict/upload/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",200,16534
134.174.159.101,16/Dec/2021:04:16:32,GET /predict/upload/vcf/ HTTP/1.1,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",302,0
134.174.159.101,16/Dec/2021:04:16:33,GET /user/login/?next=/predict/upload/vcf/ HTTP/1.1,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",200,6345
134.174.159.101,16/Dec/2021:04:16:41,POST /user/login/?next=/predict/upload/vcf/ HTTP/1.1,https://gentb.hms.harvard.edu/user/login/?next=/predict/upload/vcf/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",302,0
134.174.159.101,16/Dec/2021:04:16:42,GET /predict/upload/vcf/ HTTP/1.1,https://gentb.hms.harvard.edu/user/login/?next=/predict/upload/vcf/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",200,9838
134.174.159.101,16/Dec/2021:04:18:45,POST /predict/upload/vcf/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/vcf/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",302,0
134.174.159.101,16/Dec/2021:04:18:47,GET /predict/641a703e37ac5441438b9434060a7710/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/vcf/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",200,18666
134.174.159.101,16/Dec/2021:04:20:02,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",200,7519
134.174.159.101,16/Dec/2021:04:20:05,GET /predict/upload/vcf/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",200,9838
134.174.159.101,16/Dec/2021:04:22:52,POST /predict/upload/vcf/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/vcf/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",302,0
134.174.159.101,16/Dec/2021:04:22:53,GET /predict/07f550d6b99dc38ded6e72e0ab845f12/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/vcf/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",200,18665
134.174.159.101,16/Dec/2021:10:35:17,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",200,7519
134.174.159.101,16/Dec/2021:10:35:19,GET /predict/upload/vcf/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",200,9838
134.174.159.101,16/Dec/2021:10:41:52,POST /predict/upload/vcf/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/vcf/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",302,0
134.174.159.101,16/Dec/2021:10:41:53,GET /predict/ccd635505eb477255779210fd4a429f7/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/vcf/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",200,18668
134.174.159.101,16/Dec/2021:12:02:08,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",200,7520
134.174.159.101,16/Dec/2021:12:02:15,GET /predict/upload/fastq-pair/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",200,14448
134.174.159.101,16/Dec/2021:12:03:36,GET /about/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",200,19293
134.174.159.101,16/Dec/2021:12:10:39,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/data/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",200,7520
134.174.159.101,16/Dec/2021:12:10:44,GET /predict/upload/fastq-pair/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",200,14448
134.174.159.101,16/Dec/2021:13:57:52,GET /user/login/?next=/predict/upload/fastq-pair/ HTTP/1.1,-,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),200,6352
134.174.159.101,16/Dec/2021:23:55:45,GET /predict/upload/ HTTP/1.1,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36",302,0
134.174.159.101,16/Dec/2021:23:55:46,GET /user/login/?next=/predict/upload/ HTTP/1.1,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36",200,6341
134.174.159.101,17/Dec/2021:01:10:14,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/ccd635505eb477255779210fd4a429f7/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",200,7519
134.174.159.101,17/Dec/2021:01:10:23,GET /predict/upload/vcf/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",200,9838
134.174.159.101,17/Dec/2021:01:12:53,GET /predict/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/vcf/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",200,9774
134.174.159.101,17/Dec/2021:01:28:45,GET /predict/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/vcf/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",200,9774
134.174.159.101,17/Dec/2021:02:32:28,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",302,0
134.174.159.101,17/Dec/2021:02:32:28,GET /user/login/?next=/predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",200,6341
134.174.159.101,17/Dec/2021:02:32:35,GET /user/signup/ HTTP/1.1,https://gentb.hms.harvard.edu/user/login/?next=/predict/upload/,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",200,7667
134.174.159.101,17/Dec/2021:02:33:17,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",200,7412
134.174.159.101,17/Dec/2021:02:33:30,GET /predict/upload/fastq/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",200,12946
134.174.159.101,17/Dec/2021:03:01:06,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:95.0) Gecko/20100101 Firefox/95.0,302,0
134.174.159.101,17/Dec/2021:03:01:06,GET /user/login/?next=/predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:95.0) Gecko/20100101 Firefox/95.0,200,6341
134.174.159.101,17/Dec/2021:03:01:09,POST /user/login/?next=/predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/user/login/?next=/predict/upload/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:95.0) Gecko/20100101 Firefox/95.0,302,0
134.174.159.101,17/Dec/2021:03:01:09,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/user/login/?next=/predict/upload/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:95.0) Gecko/20100101 Firefox/95.0,200,7527
134.174.159.101,17/Dec/2021:03:01:15,GET /predict/upload/vcf/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:95.0) Gecko/20100101 Firefox/95.0,200,9846
134.174.159.101,17/Dec/2021:03:03:30,POST /predict/upload/vcf/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/vcf/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:95.0) Gecko/20100101 Firefox/95.0,302,0
134.174.159.101,17/Dec/2021:03:03:30,GET /predict/82279ef01546256f25749a94e9da031a/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/vcf/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:95.0) Gecko/20100101 Firefox/95.0,200,18706
134.174.159.101,17/Dec/2021:03:03:57,GET /predict/82279ef01546256f25749a94e9da031a/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/vcf/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:95.0) Gecko/20100101 Firefox/95.0,200,18706
134.174.159.101,17/Dec/2021:03:09:28,GET /predict/82279ef01546256f25749a94e9da031a/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/vcf/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:95.0) Gecko/20100101 Firefox/95.0,200,21525
134.174.159.101,17/Dec/2021:04:04:02,GET /user/login/?next=/predict/upload/ HTTP/1.1,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0,200,6341
134.174.159.101,17/Dec/2021:04:04:20,GET /auth/password_reset/ HTTP/1.1,https://gentb.hms.harvard.edu/user/login/?next=/predict/upload/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0,200,6284
134.174.159.101,17/Dec/2021:04:06:14,GET /user/login/?next=/predict/upload/ HTTP/1.1,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0,200,6341
134.174.159.101,17/Dec/2021:04:06:54,GET /user/signup/ HTTP/1.1,https://gentb.hms.harvard.edu/user/login/?next=/predict/upload/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0,200,7667
134.174.159.101,17/Dec/2021:04:09:17,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/index.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0,200,7413
134.174.159.101,17/Dec/2021:04:09:24,GET /predict/upload/fastq-pair/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0,200,14341
134.174.159.101,17/Dec/2021:04:11:26,POST /predict/upload/fastq-pair/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0,200,14738
134.174.159.101,17/Dec/2021:04:23:46,POST /predict/upload/fastq-pair/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0,302,0
134.174.159.101,17/Dec/2021:04:23:46,GET /predict/8a5a5cbb637dc6fd7e295c9617ebb174/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0,200,18664
134.174.159.101,17/Dec/2021:04:28:28,GET /predict/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/vcf/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",200,9774
134.174.159.101,17/Dec/2021:05:11:15,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/index.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0,200,7521
134.174.159.101,17/Dec/2021:05:11:17,GET /predict/upload/fastq-pair/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0,200,14449
134.174.159.101,17/Dec/2021:05:14:28,POST /predict/upload/fastq-pair/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0,302,0
134.174.159.101,17/Dec/2021:05:14:29,GET /predict/9da9b22849ff8a0a0a8ab7a2defb1686/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0,200,18662
134.174.159.101,17/Dec/2021:05:17:49,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",200,7519
134.174.159.101,17/Dec/2021:05:17:51,GET /predict/upload/vcf/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",200,9838
134.174.159.101,17/Dec/2021:05:19:54,POST /predict/upload/vcf/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/vcf/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",302,0
134.174.159.101,17/Dec/2021:05:19:55,GET /predict/61f129ea343b375fd193329732decfcc/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/vcf/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",200,18689
134.174.159.101,17/Dec/2021:05:39:29,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/61f129ea343b375fd193329732decfcc/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",200,7519
134.174.159.101,17/Dec/2021:05:39:31,GET /predict/upload/vcf/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",200,9838
134.174.159.101,17/Dec/2021:05:44:28,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",200,7519
134.174.159.101,17/Dec/2021:05:44:30,GET /predict/upload/vcf/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",200,9838
134.174.159.101,17/Dec/2021:05:48:44,POST /predict/upload/vcf/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/vcf/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",302,0
134.174.159.101,17/Dec/2021:05:48:45,GET /predict/8bf62e6572b364ccef5e61f2dc494895/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/vcf/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",200,18671
134.174.159.101,17/Dec/2021:06:49:12,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/index.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0,200,7521
134.174.159.101,17/Dec/2021:06:49:14,GET /predict/upload/fastq-pair/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0,200,14449
134.174.159.101,17/Dec/2021:06:51:35,POST /predict/upload/fastq-pair/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0,302,0
134.174.159.101,17/Dec/2021:06:51:36,GET /predict/160629afbd39a759efbb337f5247a024/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0,200,18659
134.174.159.101,17/Dec/2021:10:00:23,GET /predict/upload/fastq-pair/ HTTP/1.1,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",200,14343
134.174.159.101,17/Dec/2021:10:47:18,GET /predict/upload/fastq-pair/ HTTP/1.1,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36",200,14343
134.174.159.101,17/Dec/2021:17:04:14,GET /predict/upload/ HTTP/1.1,-,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",302,0
134.174.159.101,17/Dec/2021:17:04:14,GET /user/login/?next=/predict/upload/ HTTP/1.1,-,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",200,6341
134.174.159.101,17/Dec/2021:17:04:58,POST /user/login/?next=/predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/user/login/?next=/predict/upload/,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",302,0
134.174.159.101,17/Dec/2021:17:04:58,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/user/login/?next=/predict/upload/,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",200,7519
134.174.159.101,17/Dec/2021:17:05:06,GET /predict/upload/fastq-pair/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",200,14447
134.174.159.101,17/Dec/2021:17:27:29,GET /predict/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",200,10330
134.174.159.101,17/Dec/2021:17:28:27,GET /predict/upload/ HTTP/1.1,https://gentb.hms.harvard.edu/about/,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",200,7519
134.174.159.101,17/Dec/2021:17:28:30,GET /predict/upload/fastq-pair/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",200,14447
134.174.159.101,17/Dec/2021:17:35:35,POST /predict/upload/fastq-pair/ HTTP/1.1,https://gentb.hms.harvard.edu/predict/upload/fastq-pair/,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",302,0
