Isolate,Lineage,Resistant,WHO-Identified,High_Confidence,Low_Confidence
1733.9143_res,3,1,0,0,0
1733.7521_res,3,1,0,0,0
1733.7723_res,3,1,2,0,2
1733.8674_res,3,1,0,0,0
1773.18382_res,3,1,0,0,0
1773.18383_res,3,1,0,0,0
1408972.3_res,3,1,0,0,0
1738,3,1,0,0,0
1770,3,1,0,0,0
1438878.3_res,3,1,0,0,0
1733.2736_res,3,1,0,0,0
1733.2587_res,3,1,1,0,1
1733.2740_res,3,1,0,0,0
1733.2695_res,3,1,0,0,0
1733.2514_res,3,1,0,0,0
1733.2722_res,3,1,0,0,0
1733.2743_res,3,1,0,0,0
1733.2804_res,3,1,0,0,0
1733.2506_res,3,1,0,0,0
1733.2620_res,3,1,0,0,0
1733.2497_res,3,1,0,0,0
1733.2655_res,3,1,0,0,0
1733.2643_res,3,1,0,0,0
1733.2639_res,3,1,0,0,0
1733.2582_res,3,1,0,0,0
1733.2621_res,3,1,0,0,0
1733.2789_res,3,1,1,0,1
1733.2674_res,3,1,0,0,0
1733.2689_res,3,1,0,0,0
1733.2700_res,3,1,0,0,0
1733.2495_res,3,1,0,0,0
1733.2488_res,3,1,0,0,0
1733.2855_res,3,1,0,0,0
Sample No 3213034.IonXpress_026.sorted,"3,4",0,0,0,0
Sample No 3213167.IonXpress_029.sorted,3.1,0,0,0,0
32193_IonXpress_020,3.1,0,0,0,0
Sample No 3213436.IonXpress_021.sorted,"3.1,4.2.1.1.1.1.1.1.i2",0,0,0,0
1438839.3_sus,3.1.1,0,0,0,0
IonXpress_001_2020_10_11_sample no 2111.sorted,3.1.1,0,0,0,0
Test092,3.1.1,0,0,0,0
Test100,3.1.1,0,0,0,0
Test099,3.1.1,0,2,0,2
Test107,3.1.1,0,0,0,0
Test106,3.1.1,0,0,0,0
Test142,3.1.1,0,0,0,0
Test101,3.1.1,0,0,0,0
Sample No 3213336 .IonXpress_028.sorted,3.1.1,0,0,0,0
S0225_C,3.1.1,0,0,0,0
1733.4313_sus,3.1.1,0,0,0,0
1733.4308_sus,3.1.1,0,0,0,0
SRR5341445,3.1.1,0,0,0,0
SRR5341426,3.1.1,0,0,0,0
3213034.IonXpress_026.sorted,3.1.1,0,0,0,0
3212927.IonXpress_025.sorted,3.1.1,0,0,0,0
MFS-15_lib45945,3.1.1,0,0,0,0
1733.4077_sus,3.1.1,0,0,0,0
1733.3284_sus,3.1.1,0,0,0,0
Test1178,3.1.1,0,0,0,0
Test1181,3.1.1,0,0,0,0
Test1134,3.1.1,0,0,0,0
S0261_C,3.1.1,0,0,0,0
TEST0274,3.1.1,0,0,0,0
TEST0255,3.1.1,0,0,0,0
TEST0265,3.1.1,0,0,0,0
TEST0259,3.1.1,0,0,0,0
TEST0289,3.1.1,0,0,0,0
TEST0266,3.1.1,0,0,0,0
TEST0300,3.1.1,0,0,0,0
TEST0271,3.1.1,0,0,0,0
TEST0253,3.1.1,0,0,0,0
3213436.IonXpress_021.sorted,3.1.1,0,0,0,0
1773.18791_sus,3.1.1,0,0,0,0
Test1401,3.1.1,0,0,0,0
Test1409,3.1.1,0,0,0,0
Test289,3.1.1,0,0,0,0
Test259,3.1.1,0,0,0,0
Test300,3.1.1,0,0,0,0
Test265,3.1.1,0,0,0,0
Test266,3.1.1,0,0,0,0
Test253,3.1.1,0,0,0,0
Test274,3.1.1,0,0,0,0
Test271,3.1.1,0,0,0,0
Test255,3.1.1,0,0,0,0
S0030_C,3.1.1,0,0,0,0
SRR5341413_1.sorted,3.1.1,0,0,0,0
SRR5341413_2.sorted,3.1.1,0,0,0,0
85,3.1.1,0,0,0,0
90,3.1.1,0,0,0,0
78,3.1.1,0,0,0,0
1324233.3_sus,3.1.1,0,0,0,0
Test351,3.1.1,0,0,0,0
Test353,3.1.1,0,0,0,0
Test332,3.1.1,0,0,0,0
Test310,3.1.1,0,0,0,0
Test303,3.1.1,0,0,0,0
Test377,3.1.1,0,0,0,0
Test384,3.1.1,0,0,0,0
Test336,3.1.1,0,0,0,0
Test340,3.1.1,0,0,0,0
Test350,3.1.1,0,0,0,0
Test306,3.1.1,0,0,0,0
Test333,3.1.1,0,0,0,0
Test1343,3.1.1,0,0,0,0
Test1338,3.1.1,0,0,0,0
Test1400,3.1.1,0,1,0,1
Test1384,3.1.1,0,0,0,0
Test1396,3.1.1,0,0,0,0
Test1398,3.1.1,0,0,0,0
Test1335,3.1.1,0,0,0,0
Test1334,3.1.1,0,0,0,0
Test1337,3.1.1,0,0,0,0
Test1098,3.1.1,0,0,0,0
WGS_TB_11-10-2020_2111.sorted,3.1.1,0,0,0,0
Test971,3.1.1,0,0,0,0
Test977,3.1.1,0,0,0,0
Test975,3.1.1,0,0,0,0
Test429,3.1.1,0,0,0,0
Test413,3.1.1,0,0,0,0
Test420,3.1.1,0,0,0,0
Test414,3.1.1,0,1,0,1
1421992.3_sus,3.1.1,0,0,0,0
TEST0248,3.1.1,1,1,0,1
1408912.4_sus,3.1.1,1,2,0,2
Test090,3.1.1,1,0,0,0
Test094,3.1.1,1,0,0,0
Test116,3.1.1,1,0,0,0
Test127,3.1.1,1,0,0,0
Test123,3.1.1,1,1,0,1
Test139,3.1.1,1,0,0,0
Test121,3.1.1,1,0,0,0
Test138,3.1.1,1,0,0,0
Test132,3.1.1,1,0,0,0
Test124,3.1.1,1,0,0,0
Test140,3.1.1,1,1,0,1
Test114,3.1.1,1,0,0,0
Test104,3.1.1,1,0,0,0
Test129,3.1.1,1,0,0,0
Test108,3.1.1,1,1,0,1
Test109,3.1.1,1,0,0,0
Test154,3.1.1,1,0,0,0
Test137,3.1.1,1,0,0,0
Test112,3.1.1,1,0,0,0
Test105,3.1.1,1,0,0,0
Test118,3.1.1,1,0,0,0
Test122,3.1.1,1,0,0,0
Test141,3.1.1,1,0,0,0
Test120,3.1.1,1,0,0,0
Test136,3.1.1,1,0,0,0
Test111,3.1.1,1,0,0,0
Test119,3.1.1,1,0,0,0
Test103,3.1.1,1,0,0,0
Test130,3.1.1,1,0,0,0
Test135,3.1.1,1,0,0,0
Test125,3.1.1,1,0,0,0
Test117,3.1.1,1,0,0,0
Test128,3.1.1,1,0,0,0
Test143,3.1.1,1,0,0,0
Test115,3.1.1,1,0,0,0
Test134,3.1.1,1,0,0,0
TEST0241,3.1.1,1,0,0,0
Test1143,3.1.1,1,1,0,1
Test1126,3.1.1,1,0,0,0
Test1144,3.1.1,1,0,0,0
TEST0277,3.1.1,1,0,0,0
Test1408,3.1.1,1,0,0,0
Test1404,3.1.1,1,0,0,0
Test1406,3.1.1,1,0,0,0
Test1490,3.1.1,1,0,0,0
Test1402,3.1.1,1,2,1,1
1397880.3_res,3.1.1,1,0,0,0
1423482.3_res,3.1.1,1,0,0,0
1422066.3_res,3.1.1,1,0,0,0
Test277,3.1.1,1,0,0,0
Test241,3.1.1,1,0,0,0
Test248,3.1.1,1,1,0,1
Test375,3.1.1,1,1,0,1
Test397,3.1.1,1,0,0,0
Test374,3.1.1,1,0,0,0
Test1207,3.1.1,1,0,0,0
Test1208,3.1.1,1,0,0,0
Test1206,3.1.1,1,0,0,0
Test1209,3.1.1,1,0,0,0
Test426,3.1.1,1,0,0,0
1422014.3_sus,3.1.1,1,0,0,0
1422065.3_sus,3.1.1,1,0,0,0
Test376,"3.1.1,2.2.1.1.1",1,0,0,0
Test361,"3.1.1,2.2.1.1.1",1,0,0,0
Test418,"3.1.1,2.2.1.1.1",1,0,0,0
SRR5341216,"3.1.1,4.1.i1.1.1.1",0,0,0,0
Test379,"3.1.1,4.2.1.1.1.1.1.1.i2",0,0,0,0
Test1145,"3.1.1,4.2.1.1.1.2.1.1",1,0,0,0
Sample No 3212401_IonXpress_023,3.1.1.,0,0,0,0
Sample No 3213167.IonXpress_022.sorted,3.1.1.i1,0,0,0,0
S0219_C,3.1.1.i1,0,0,0,0
Test1200,3.1.1.i1,0,0,0,0
S0082_01,3.1.1.i1,0,0,0,0
3213167.IonXpress_029.sorted,3.1.1.i1,0,0,0,0
88,3.1.1.i1,0,0,0,0
S0082_C,3.1.1.i1,0,0,0,0
Test1383,3.1.1.i1,0,0,0,0
Test1309,3.1.1.i1,0,1,0,1
Test1382,3.1.1.i1,0,0,0,0
Test465,3.1.1.i1,0,0,0,0
ERR3077930_2.sorted,3.1.1.i1,1,0,0,0
Test1139,3.1.1.i1,1,0,0,0
Test1312,3.1.1.i1,1,0,0,0
Test1308,3.1.1.i1,1,0,0,0
TEST0293,3.1.1.i2,0,0,0,0
TEST0281,3.1.1.i2,0,0,0,0
TEST0282,3.1.1.i2,0,0,0,0
Sample No 3213465_IonXpress_024,3.1.1.i2,0,0,0,0
Test282,3.1.1.i2,0,0,0,0
Test281,3.1.1.i2,0,0,0,0
Test293,3.1.1.i2,0,0,0,0
Test392,3.1.1.i2,0,0,0,0
Test352,3.1.1.i2,0,0,0,0
Test307,3.1.1.i2,0,0,0,0
Test358,3.1.1.i2,0,0,0,0
Test362,3.1.1.i2,0,0,0,0
Test337,3.1.1.i2,0,0,0,0
Test325,3.1.1.i2,0,0,0,0
Test399,3.1.1.i2,0,0,0,0
Test1339,3.1.1.i2,0,0,0,0
Test437,3.1.1.i2,0,0,0,0
Test417,3.1.1.i2,0,0,0,0
Test419,3.1.1.i2,0,0,0,0
Test401,3.1.1.i2,0,0,0,0
Test095,3.1.1.i2,1,0,0,0
Test131,3.1.1.i2,1,0,0,0
TEST0254,3.1.1.i2,1,1,0,1
Test254,3.1.1.i2,1,1,0,1
Test390,3.1.1.i2,1,0,0,0
Test315,3.1.1.i2,1,0,0,0
Test312,3.1.1.i2,1,0,0,0
Test1211,3.1.1.i2,1,0,0,0
Test409,3.1.1.i2,1,0,0,0
Test102,3.1.2,0,0,0,0
rename_mycobacterium_tuberculosis_m1292.0.variants,3.1.2,0,0,0,0
rename_mycobacterium_tuberculosis_m1270.0.variants,3.1.2,0,0,0,0
rename_mycobacterium_tuberculosis_m1309.0.variants,3.1.2,0,0,0,0
1733.3683_sus,3.1.2,0,0,0,0
1733.4801_sus,3.1.2,0,0,0,0
1448656.3_sus,3.1.2,0,0,0,0
1733.10790_sus,3.1.2,0,0,0,0
3213964_IonXpress_019,3.1.2,0,0,0,0
rename_mycobacterium_tuberculosis_h2101.0.variants,3.1.2.1,0,0,0,0
rename_mycobacterium_tuberculosis_m1393.0.variants,3.1.2.1,0,0,0,0
1733.4016_sus,3.1.2.1,0,0,0,0
1733.3939_sus,3.1.2.1,0,0,0,0
1733.2599_sus,3.1.2.1,0,0,0,0
3213465_IonXpress_024,3.1.2.1,0,0,0,0
1408936.4_sus,3.1.2.1,1,0,0,0
1733.7625_res,3.1.2.1,1,0,0,0
1733.9799_sus,3.1.2.2,0,0,0,0
Sample No 3213540.IonXpress_032.sorted,3.2,0,0,0,0
SAmple No 3213540.IonXpress_024.sorted,3.2.1,0,0,0,0
3212927_IonXpress_025,4,0,0,0,0
TEST0221,4,0,0,0,0
TB-222-5498-18_S27_R.all,4,0,1,0,1
X2822_ano_flt,4,0,1,0,1
1448403.3_sus,4,0,0,0,0
Test1187,4,0,0,0,0
Test1122,4,0,0,0,0
TB-111-2738-19_S140_R.all,4,0,0,0,0
BORA_31,4,0,0,0,0
BORA_8,4,0,0,0,0
Test221,4,0,0,0,0
321403_IonXpress_024,4,0,0,0,0
3213645_IonXpress_025,4,0,0,0,0
Test624,4,0,1,0,1
Test611,4,0,1,0,1
Test769,4,0,0,0,0
BORA_35,4,0,1,0,1
3212705_IonXpress_021,4,0,0,0,0
R17_ano,4,0,0,0,0
Test1374,4,0,0,0,0
Test1346,4,0,0,0,0
Test1389,4,0,0,0,0
Test1351,4,0,0,0,0
TB-MoldovaSeq-DNA0236-3197_S46_ndc,4,0,0,0,0
Test543,4,0,1,0,1
Test970,4,0,0,0,0
H0179-15,4,0,0,0,0
H0886-12,4,0,0,0,0
CS5586-LDJ7651-W1_L3_1.fq.sorted,4,1,0,0,0
00R1399,4,1,0,0,0
Test817,4,1,0,0,0
132416,4,1,0,0,0
1354119.3_res,4,1,0,0,0
Peru4719,4,1,0,0,0
1733.7225_res,4,1,0,0,0
1733.7408_res,4,1,0,0,0
99R1043,4,1,0,0,0
1733.6883_res,4,1,0,0,0
1733.7381_res,4,1,0,0,0
1733.7118_res,4,1,0,0,0
X392_ano_flt,4,1,1,0,1
1773.18630_sus,4,1,0,0,0
1773.18629_sus,4,1,0,0,0
1773.18606_sus,4,1,0,0,0
1773.18615_sus,4,1,0,0,0
1773.18480_sus,4.1,0,0,0,0
1773.199_sus,4.1,0,0,0,0
1354160.3_sus,4.1,0,0,0,0
TB-333-460-19_S93_R.all,4.1,0,0,0,0
TB-222-1059-18_S65_R.all,4.1,0,0,0,0
TB-333-1095-19_S10_R.all,4.1,0,0,0,0
TB-333-462-19_S83_R.all,4.1,0,0,0,0
1354140.3_sus,4.1,0,0,0,0
1354159.3_sus,4.1,0,0,0,0
1733.1216_sus,4.1,0,0,0,0
TB-111-161-19-18-138_S33_R.all,4.1,0,0,0,0
TB-111-1095-18_S37_R.all,4.1,0,0,0,0
TB-111-9955-18_S145_R.all,4.1,0,0,0,0
TB-111-16119-18-138_S12_R.all,4.1,0,0,0,0
1354139.3_sus,4.1,0,0,0,0
1733.1066_res,4.1,0,0,0,0
1354149.3_res,4.1,0,0,0,0
1354132.3_sus,4.1,0,0,0,0
TB-MoldovaSeq-DNA138-1156_S139_ndc,4.1,0,0,0,0
1773.200_sus,4.1,1,0,0,0
1354120.3_sus,4.1,1,0,0,0
1354130.3_sus,4.1,1,0,0,0
NLA000300865,4.1,1,0,0,0
TB-111-6389-19_S151_R.all,4.1,1,0,0,0
1354115.3_res,4.1,1,0,0,0
1354120.3_res,4.1,1,0,0,0
1354123.3_res,4.1,1,0,0,0
1354106.3_res,4.1,1,0,0,0
1354136.3_res,4.1,1,0,0,0
1354124.3_res,4.1,1,1,0,1
1354102.3_res,4.1,1,0,0,0
1354111.3_res,4.1,1,1,0,1
1773.202_res,4.1,1,0,0,0
1733.8247_res,4.1,1,1,0,1
1354112.3_sus,4.1,1,0,0,0
1354109.3_res,4.1,1,0,0,0
1354105.3_res,4.1,1,0,0,0
IDR1600032078,4.1.1,0,0,0,0
TB_S48_final_variants,4.1.1,1,0,0,0
TB_S165_final_variants,4.1.1,1,0,0,0
1733.7405_res,4.1.1,1,0,0,0
1422005.3_sus,"4.1.1,4.8",1,0,0,0
3213831_IonXpress_024,4.1.1.1,0,0,0,0
1733.3380_sus,4.1.1.1,0,0,0,0
1733.4026_sus,4.1.1.1,0,1,0,1
1733.4532_sus,4.1.1.1,0,0,0,0
1733.10280_sus,4.1.1.1,0,0,0,0
1733.1939_sus,4.1.1.1,0,0,0,0
1733.10222_sus,4.1.1.1,0,0,0,0
1733.10816_res,4.1.1.1,0,0,0,0
1733.10620_res,4.1.1.1,0,0,0,0
3213573_IonXpress_017,4.1.1.1,0,1,0,1
1422085.3_res,4.1.1.1,1,0,0,0
1422049.3_res,4.1.1.1,1,0,0,0
1733.7274_res,4.1.1.1,1,0,0,0
1733.8607_res,4.1.1.1,1,0,0,0
1397932.3_sus,4.1.1.1,1,0,0,0
1421973.3_sus,4.1.1.1,1,0,0,0
1733.9793_sus,4.1.1.2,0,0,0,0
1733.10285_sus,4.1.1.2,0,0,0,0
1773.20410_sus,4.1.1.2,0,0,0,0
1733.10233_sus,4.1.1.2,0,0,0,0
1733.11015_sus,4.1.1.2,0,0,0,0
1773.18580_sus,4.1.1.3,0,0,0,0
1408931.4_sus,4.1.1.3,0,0,0,0
83331.31_sus,4.1.1.3,0,0,0,0
SAMN03649060,4.1.1.3,0,0,0,0
1324244.3_sus,4.1.1.3,0,0,0,0
1733.4256_sus,4.1.1.3,0,0,0,0
1448535.3_sus,4.1.1.3,0,0,0,0
1354146.3_sus,4.1.1.3,0,0,0,0
1733.1902_sus,4.1.1.3,0,0,0,0
1733.1848_sus,4.1.1.3,0,0,0,0
1733.4201_sus,4.1.1.3,0,0,0,0
1733.3818_sus,4.1.1.3,0,0,0,0
1773.21686_sus,4.1.1.3,0,0,0,0
1324244.3_res,4.1.1.3,0,0,0,0
1448442.3_sus,4.1.1.3,0,0,0,0
1448459.3_sus,4.1.1.3,0,0,0,0
1448576.3_res,4.1.1.3,0,0,0,0
1773.18687_sus,4.1.1.3,1,0,0,0
1773.18497_sus,4.1.1.3,1,0,0,0
1773.20469_sus,4.1.1.3,1,0,0,0
1773.18201_sus,4.1.1.3,1,0,0,0
1773.18512_sus,4.1.1.3,1,0,0,0
1773.18172_sus,4.1.1.3,1,0,0,0
1773.18550_sus,4.1.1.3,1,0,0,0
1773.18278_res,4.1.1.3,1,0,0,0
1773.18239_res,4.1.1.3,1,0,0,0
1773.18397_res,4.1.1.3,1,0,0,0
1773.18246_sus,4.1.1.3,1,0,0,0
1773.18197_sus,4.1.1.3,1,0,0,0
1773.18224_sus,4.1.1.3,1,0,0,0
1324255.3_sus,4.1.1.3,1,0,0,0
1773.18397_sus,4.1.1.3,1,0,0,0
1773.18415_res,4.1.1.3,1,0,0,0
1773.18224_res,4.1.1.3,1,0,0,0
1773.20490_sus,4.1.1.3,1,0,0,0
1295751.3_res,4.1.1.3,1,0,0,0
1295753.3_res,4.1.1.3,1,0,0,0
1397869.3_res,4.1.1.3,1,0,0,0
1397917.3_res,4.1.1.3,1,0,0,0
1422052.3_res,4.1.1.3,1,0,0,0
1421998.3_res,4.1.1.3,1,0,0,0
1733.8610_res,4.1.1.3,1,0,0,0
1733.6534_res,4.1.1.3,1,0,0,0
1733.8397_res,4.1.1.3,1,0,0,0
1733.8605_res,4.1.1.3,1,0,0,0
1733.8553_res,4.1.1.3,1,1,0,1
1733.7429_res,4.1.1.3,1,0,0,0
1733.8644_res,4.1.1.3,1,0,0,0
1733.8432_res,4.1.1.3,1,0,0,0
1733.6501_res,4.1.1.3,1,0,0,0
1733.8520_res,4.1.1.3,1,0,0,0
1733.7410_res,4.1.1.3,1,0,0,0
1733.8539_res,4.1.1.3,1,0,0,0
1397928.3_sus,4.1.1.3,1,0,0,0
1397917.3_sus,4.1.1.3,1,0,0,0
1448475.3_res,4.1.1.3,1,0,0,0
1773.18180_res,4.1.1.3,1,0,0,0
1773.18246_res,4.1.1.3,1,0,0,0
1773.18623_sus,4.1.1.3,1,0,0,0
1422008.3_sus,4.1.1.3,1,0,0,0
1422052.3_sus,4.1.1.3,1,0,0,0
1421997.3_sus,4.1.1.3,1,0,0,0
1422021.3_sus,4.1.1.3,1,0,0,0
1733.2827_res,4.1.1.3,1,0,0,0
1402591.3_sus,4.1.2,0,0,0,0
1773.20403_sus,4.1.2,0,0,0,0
TB-333-2773-19_S6_R.all,4.1.2,0,0,0,0
TB-222-15-18-138_S125_R.all,4.1.2,0,0,0,0
TB-222-1269-18_S106_R.all,4.1.2,0,0,0,0
TB-333-1701-19_S92_R.all,4.1.2,0,0,0,0
TB-222-15-18-138_S54_R.all,4.1.2,0,0,0,0
TB-222-5353-19_S266_R.all,4.1.2,0,0,0,0
TB-222-551-18_S12_R.all,4.1.2,0,0,0,0
TB-222-6290-18_S1_R.all,4.1.2,0,0,0,0
SampleNo_3216669_IonXpress_025,4.1.2,0,0,0,0
1733.1976_sus,4.1.2,0,0,0,0
1733.11010_sus,4.1.2,0,0,0,0
1733.1068_sus,4.1.2,0,0,0,0
TB-111-2559-19_S177_R.all,4.1.2,0,0,0,0
TB-111-20976-18_S25_R.all,4.1.2,0,0,0,0
TB-111-5773-19_S17_R.all,4.1.2,0,0,0,0
TB-111-1413-18_S273_R.all,4.1.2,0,0,0,0
TB-111-17296-19_S162_R.all,4.1.2,0,0,0,0
TB-111-6978-19_S69_R.all,4.1.2,0,0,0,0
TB-111-18859-18_S100_R.all,4.1.2,0,0,0,0
TB-111-6066-19_S153_R.all,4.1.2,0,0,0,0
TB-111-7534-18_S114_R.all,4.1.2,0,0,0,0
1324294.3_sus,4.1.2,0,0,0,0
1733.7456_res,4.1.2,0,0,0,0
SAMEA1016128,4.1.2,0,0,0,0
1397893.3_sus,4.1.2,0,0,0,0
1397896.3_sus,4.1.2,0,0,0,0
TB-MoldovaSeq-DNA115-1414_S116_ndc,4.1.2,0,0,0,0
TB-MoldovaSeq-DNA0212-3478_S22_ndc,4.1.2,0,0,0,0
TB-MoldovaSeq-DNA0325-4893_S328_ndc,4.1.2,0,0,0,0
TB-111-17790-19_S273_R.all,4.1.2,0,0,0,0
TB_S17_final_variants,4.1.2,1,0,0,0
TB_S39_final_variants,4.1.2,1,0,0,0
1354127.3_res,4.1.2,1,1,0,1
Peru4579,4.1.2,1,0,0,0
3213127_IonXpress_028,4.1.2.1,0,0,0,0
1773.20418_sus,4.1.2.1,0,0,0,0
1773.20419_sus,4.1.2.1,0,0,0,0
652616.4_sus,4.1.2.1,0,0,0,0
1831,4.1.2.1,0,0,0,0
1324263.3_sus,4.1.2.1,0,0,0,0
1324293.3_sus,4.1.2.1,0,0,0,0
TB-222-7009-19_S243_R.all,4.1.2.1,0,0,0,0
TB-222-5734-19_S222_R.all,4.1.2.1,0,0,0,0
TB-333-5723-19_S163_R.all,4.1.2.1,0,0,0,0
TB-222-4349-18_S211_R.all,4.1.2.1,0,0,0,0
TB-222-3094-19_S186_R.all,4.1.2.1,0,0,0,0
TB-222-5840-19_S234_R.all,4.1.2.1,0,0,0,0
TB-333-2786-19_S71_R.all,4.1.2.1,0,0,0,0
TB-222-2526-19_S187_R.all,4.1.2.1,0,0,0,0
TB-222-4541-18_S172_R.all,4.1.2.1,0,0,0,0
TB-222-3118-18-138_S5_R.all,4.1.2.1,0,0,0,0
TB-222-5795-19_S232_R.all,4.1.2.1,0,0,0,0
TB-222-1545-19_S69_R.all,4.1.2.1,0,0,0,0
TB-333-2437-19_S190_R.all,4.1.2.1,0,0,0,0
TB-222-4191-18_S170_R.all,4.1.2.1,0,0,0,0
TB-333-4547-19-138_S112_R.all,4.1.2.1,0,0,0,0
TB-222-6910-18_S13_R.all,4.1.2.1,0,0,0,0
TB-222-1472-19_S1_R.all,4.1.2.1,0,0,0,0
TB-222-1204-19_S94_R.all,4.1.2.1,0,0,0,0
TB-333-1789-19_S279_R.all,4.1.2.1,0,0,0,0
TB-222-5767-19_S223_R.all,4.1.2.1,0,0,0,0
TB-333-4137-19_S67_R.all,4.1.2.1,0,0,0,0
TB-222-998-19_S59_R.all,4.1.2.1,0,0,0,0
TB-222-1043-18_S77_R.all,4.1.2.1,0,0,0,0
TB-222-740-18_S63_R.all,4.1.2.1,0,0,0,0
TB-222-5556-19_S228_R.all,4.1.2.1,0,0,0,0
TB-222-5797-19_S233_R.all,4.1.2.1,0,0,0,0
TB-222-352-19_S86_R.all,4.1.2.1,0,0,0,0
TB-222-27-19_S77_R.all,4.1.2.1,0,0,0,0
TB-333-1891-19_S95_R.all,4.1.2.1,0,0,0,0
TB-333-4095-19_S73_R.all,4.1.2.1,0,1,0,1
TB-333-2116-19_S12_R.all,4.1.2.1,0,0,0,0
TB-333-1410-19_S94_R.all,4.1.2.1,0,0,0,0
TB-222-4740-19_S253_R.all,4.1.2.1,0,0,0,0
TB-222-2699-19_S89_R.all,4.1.2.1,0,0,0,0
TB-222-7061-18_S64_R.all,4.1.2.1,0,0,0,0
1733.4733_sus,4.1.2.1,0,0,0,0
1733.9293_sus,4.1.2.1,0,0,0,0
1733.4685_sus,4.1.2.1,0,0,0,0
SampleNo_3215158_IonXpress_023,4.1.2.1,0,0,0,0
1408954.4_sus,4.1.2.1,0,0,0,0
TSVC_variants_IonXpress_022,4.1.2.1,0,0,0,0
1733.11187_sus,4.1.2.1,0,0,0,0
1354154.3_sus,4.1.2.1,0,0,0,0
1733.11048_sus,4.1.2.1,0,0,0,0
1733.10268_sus,4.1.2.1,0,0,0,0
1733.10622_sus,4.1.2.1,0,0,0,0
1733.11280_sus,4.1.2.1,0,0,0,0
1733.3637_sus,4.1.2.1,0,0,0,0
1733.10671_sus,4.1.2.1,0,0,0,0
1733.10317_sus,4.1.2.1,0,0,0,0
1733.3635_sus,4.1.2.1,0,0,0,0
1733.2164_sus,4.1.2.1,0,0,0,0
1733.4058_sus,4.1.2.1,0,1,0,1
1733.4239_sus,4.1.2.1,0,0,0,0
1733.10335_sus,4.1.2.1,0,0,0,0
1733.1951_sus,4.1.2.1,0,0,0,0
1733.4459_sus,4.1.2.1,0,0,0,0
1733.4029_sus,4.1.2.1,0,0,0,0
1733.2232_sus,4.1.2.1,0,0,0,0
1733.1764_sus,4.1.2.1,0,0,0,0
1773.20386_sus,4.1.2.1,0,0,0,0
TB-111-18206-18_S158_R.all,4.1.2.1,0,0,0,0
TB-111-6296-19_S207_R.all,4.1.2.1,0,0,0,0
TB-111-15790-19_S8_R.all,4.1.2.1,0,0,0,0
TB-111-17270-19_S77_R.all,4.1.2.1,0,0,0,0
TB-111-18067-19_S29_R.all,4.1.2.1,0,0,0,0
TB-111-8392-19_S137_R.all,4.1.2.1,0,0,0,0
TB-111-15150-18_S159_R.all,4.1.2.1,0,0,0,0
TB-111-6125-19_S208_R.all,4.1.2.1,0,0,0,0
TB-111-8849-18_S63_R.all,4.1.2.1,0,0,0,0
TB-111-3049-19_S191_R.all,4.1.2.1,0,0,0,0
TB-111-18328-18_S154_R.all,4.1.2.1,0,0,0,0
TB-111-2839-19_S116_R.all,4.1.2.1,0,0,0,0
TB-111-4567-19_S6_R.all,4.1.2.1,0,0,0,0
TB-111-18888-19_S17_R.all,4.1.2.1,0,0,0,0
TB-111-11380-19_S160_R.all,4.1.2.1,0,0,0,0
TB-111-2533-18_S232_R.all,4.1.2.1,0,0,0,0
TB-111-17608-19_S286_R.all,4.1.2.1,0,0,0,0
TB-111-15966-18_S131_R.all,4.1.2.1,0,0,0,0
TB-111-20092-18_S170_R.all,4.1.2.1,0,0,0,0
TB-111-2034-19_S234_R.all,4.1.2.1,0,0,0,0
TB-111-8900-19_S136_R.all,4.1.2.1,0,0,0,0
TB-111-20082-19_S83_R.all,4.1.2.1,0,0,0,0
TB-111-9822-18_S149_R.all,4.1.2.1,0,0,0,0
TB-111-5970-19_S133_R.all,4.1.2.1,0,0,0,0
TB-111-2677-19_S231_R.all,4.1.2.1,0,0,0,0
TB-111-4277-19_S170_R.all,4.1.2.1,0,0,0,0
TB-111-7631-18_S187_R.all,4.1.2.1,0,0,0,0
TB-111-276-18-138_S146_R.all,4.1.2.1,0,0,0,0
TB-111-2800-19_S10_R.all,4.1.2.1,0,0,0,0
TB-111-12173-19_S179_R.all,4.1.2.1,0,0,0,0
TB-111-19046-19_S52_R.all,4.1.2.1,0,0,0,0
TB-111-9547-19-138_S71_R.all,4.1.2.1,0,0,0,0
TB-111-8106-19_S168_R.all,4.1.2.1,0,0,0,0
TB-111-15536-18_S95_R.all,4.1.2.1,0,0,0,0
TB-111-16019-19_S41_R.all,4.1.2.1,0,0,0,0
TB-111-2-19-18-138_S145_R.all,4.1.2.1,0,0,0,0
TB-111-4278-19_S188_R.all,4.1.2.1,0,0,0,0
TB-111-18994-18_S55_R.all,4.1.2.1,0,0,0,0
TB-111-8852-18_S70_R.all,4.1.2.1,0,0,0,0
TB-111-19821-19_S112_R.all,4.1.2.1,0,0,0,0
TB-111-20828-18_S13_R.all,4.1.2.1,0,0,0,0
TB-111-7995-18_S170_R.all,4.1.2.1,0,0,0,0
TB-111-2533-19_S146_R.all,4.1.2.1,0,0,0,0
TB-111-8900-18_S84_R.all,4.1.2.1,0,0,0,0
TB-111-19159-19_S128_R.all,4.1.2.1,0,0,0,0
TB-111-9342-18_S117_R.all,4.1.2.1,0,0,0,0
TB-111-19109-18_S45_R.all,4.1.2.1,0,0,0,0
TB-444-2487-19_S27_R.all,4.1.2.1,0,0,0,0
