,Drug,Lineage,Percentage of Strains that are Resistant,Number of Resistant Strains,Number of Susceptible Strains
1004,inh,4.3.4.2.1,61.53846153846154,8,5
1005,inh,4.4,0.0,0,1
1006,inh,4.4.1.1,68.13186813186813,62,29
1007,inh,4.4.1.2,8.333333333333334,1,11
1008,inh,4.4.2,18.69158878504673,20,87
1009,inh,4.5,23.170731707317074,19,63
1010,inh,"4.5,4.9",0.0,0,2
1011,inh,4.6,77.77777777777777,7,2
1012,inh,4.6.1.1,25.0,2,6
1013,inh,4.6.1.2,83.33333333333333,5,1
1014,inh,4.6.2,87.09677419354838,27,4
1015,inh,4.6.2.2,14.285714285714286,1,6
1016,inh,4.7,38.23529411764706,13,21
1017,inh,4.8,15.671641791044776,63,339
1018,inh,"4.8,4.3.4.1",0.0,0,1
1019,inh,"4.8,4.9",0.0,0,1
1020,inh,4.9,12.5,8,56
1021,inh,5,0.0,0,1
1022,inh,6,0.0,0,1
1023,inh,"6,BOV_AFRI",50.0,2,2
1024,inh,BOV_AFRI,95.0,19,1
1025,inh,nan,25.0,2,6
1026,kan,1,0.0,0,1
1027,kan,1.1,0.0,0,1
1028,kan,1.1.1,0.0,0,3
1029,kan,"1.1.1,4.9",0.0,0,1
1030,kan,1.1.1.1,0.0,0,3
1031,kan,1.1.1.1.1,0.0,0,23
1032,kan,"1.1.1.1.1,2.2.1.1.1",0.0,0,3
1033,kan,1.1.1.2,0.0,0,25
1034,kan,"1.1.1.2,4.2.1.1.1.1.1.1.i2",0.0,0,1
1035,kan,"1.1.1.2.i1,2.2.1.1.1.i3",0.0,0,1
1036,kan,1.1.2,3.5294117647058822,6,164
1037,kan,"1.1.2,2.2.1.1.1",0.0,0,2
1038,kan,"1.1.2,4",0.0,0,1
1039,kan,1.1.3,0.0,0,31
1040,kan,"1.1.3,4.9",0.0,0,2
1041,kan,1.2.1,3.5714285714285716,1,27
1042,kan,"1.2.1,4.9",0.0,0,1
1043,kan,1.2.1.1.1,12.5,1,7
1044,kan,1.2.1.1.2,0.0,0,3
1045,kan,1.2.2,0.0,0,39
1046,kan,"1.2.2,4",0.0,0,1
1047,kan,1.2.2.1,0.0,0,41
1048,kan,"1.2.2.1,1.1.2",0.0,0,1
1049,kan,"1.2.2.1,2.2.1.1.1",0.0,0,1
1050,kan,"1.2.2.1,4",0.0,0,1
1051,kan,"1.2.2.1,4.2.1.2.1.1.i3.1,4.1.i1.1.1.1,2.2.1.1.1,4.2.1.2.1.1.i3.2,4.1.i1.1.2,1.1.1.2.i1,3.1.1.i1,4.2.1.1.1.1.1.1.i2",0.0,0,1
1052,kan,1.2.2.2,0.0,0,15
1053,kan,"2,4.8",0.0,0,1
1054,kan,2.1,20.0,1,4
1055,kan,2.2,0.0,0,1
1056,kan,"2.2,3",0.0,0,1
1057,kan,"2.2,4.8",0.0,0,2
1058,kan,2.2.1,4.223107569721115,106,2404
1059,kan,"2.2.1,4",33.333333333333336,1,2
1060,kan,"2.2.1,4.2",0.0,0,1
1061,kan,"2.2.1,4.8",0.0,0,8
1062,kan,"2.2.1,4.9",0.0,0,4
1063,kan,2.2.1.1,7.246376811594203,5,64
1064,kan,2.2.1.1.1,6.211180124223603,40,604
1065,kan,"2.2.1.1.1,2.2.1.1.2",100.0,1,0
1066,kan,"2.2.1.1.1,3.1.1.i1",0.0,0,1
1067,kan,"2.2.1.1.1,4.2.1.2.1.1",0.0,0,2
1068,kan,"2.2.1.1.1,4.2.1.2.1.1.i1",0.0,0,6
1069,kan,2.2.1.1.1.i1,0.0,0,6
1070,kan,2.2.1.1.1.i2,0.0,0,2
1071,kan,2.2.1.1.1.i3,10.416666666666666,5,43
1072,kan,2.2.1.1.2,8.333333333333334,1,11
1073,kan,2.2.1.2,0.0,0,1
1074,kan,"2.2.1.2,3.1,4.2.1.1.1.1.1.1.i2",0.0,0,1
1075,kan,2.2.2,51.77865612648221,131,122
1076,kan,"2.2.2,2.2.1",0.0,0,1
1077,kan,"2.2.2,2.2.1.1.1",0.0,0,1
1078,kan,3,17.142857142857142,24,116
1079,kan,"3,4",0.0,0,1
1080,kan,3.1,0.0,0,2
1081,kan,"3.1,4.2.1.1.1.1.1.1.i2",0.0,0,1
1082,kan,3.1.1,4.72972972972973,7,141
1083,kan,"3.1.1,2.2.1.1.1",66.66666666666667,2,1
1084,kan,"3.1.1,4.1.i1.1.1.1",0.0,0,1
1085,kan,"3.1.1,4.2.1.1.1.1.1.1.i2",0.0,0,1
1086,kan,"3.1.1,4.2.1.1.1.2.1.1",0.0,0,1
1087,kan,3.1.1.,0.0,0,1
1088,kan,3.1.1.i1,0.0,0,15
1089,kan,3.1.1.i2,10.344827586206897,3,26
1090,kan,3.1.2,0.0,0,9
1091,kan,3.1.2.1,0.0,0,8
1092,kan,3.1.2.2,0.0,0,1
1093,kan,3.2,0.0,0,1
1094,kan,3.2.1,0.0,0,1
1095,kan,4,6.666666666666667,3,42
1096,kan,4.1,0.0,0,37
1097,kan,4.1.1,25.0,1,3
1098,kan,"4.1.1,4.8",0.0,0,1
1099,kan,4.1.1.1,0.0,0,16
1100,kan,4.1.1.2,0.0,0,5
1101,kan,4.1.1.3,14.0625,9,55
1102,kan,4.1.2,0.0,0,36
1103,kan,4.1.2.1,5.803571428571429,13,211
1104,kan,"4.1.2.1,2.2.1",0.0,0,6
1105,kan,"4.1.2.1,2.2.1,1.1.2",100.0,1,0
1106,kan,"4.1.2.1,3",0.0,0,1
1107,kan,"4.1.2.1,4.2.1",0.0,0,1
1108,kan,"4.1.2.1,4.3.3",0.0,0,1
1109,kan,"4.1.2.1,4.4.1.1",0.0,0,1
1110,kan,"4.1.2.1,4.8",0.0,0,3
1111,kan,4.1.i1.1.1,0.0,0,1
1112,kan,4.1.i1.1.1.1,3.745318352059925,10,257
1113,kan,"4.1.i1.1.1.1,2.2.1.1.1",0.0,0,2
1114,kan,"4.1.i1.1.1.1,4.2.1.2.1.1.i4.1",0.0,0,2
1115,kan,"4.1.i1.1.1.1,4.2.1.2.2.1",0.0,0,1
1116,kan,4.1.i1.1.1.2,0.0,0,5
1117,kan,4.1.i1.1.2,0.0,0,3
1118,kan,4.1.i1.2.1,2.2900763358778624,3,128
1119,kan,"4.1.i1.2.1,2.2.1.1.1",0.0,0,3
1120,kan,4.1.i1.2.2,0.0,0,4
1121,kan,4.1.i2.1,0.0,0,1
1122,kan,"4.1.i2.1,4.2.1.2.1.1.i1",0.0,0,1
1123,kan,4.2,0.0,0,2
1124,kan,"4.2,4.8",0.0,0,1
1125,kan,"4.2,4.9",0.0,0,2
1126,kan,4.2.1,1.484230055658627,8,531
1127,kan,"4.2.1,2.2.1",0.0,0,15
1128,kan,"4.2.1,2.2.1,4.8",0.0,0,1
1129,kan,"4.2.1,4.9",0.0,0,1
1130,kan,4.2.1.1.1.1.1.1.i1,6.722689075630252,8,111
1131,kan,"4.2.1.1.1.1.1.1.i1,1.2.1.1.1",0.0,0,1
1132,kan,"4.2.1.1.1.1.1.1.i1,4.2.1.2.1.1.i1",0.0,0,2
1133,kan,4.2.1.1.1.1.1.1.i2,3.125,1,31
1134,kan,4.2.1.1.1.1.2,0.0,0,28
1135,kan,4.2.1.1.1.2.1.1.1.1.1,0.0,0,17
1136,kan,4.2.1.1.1.2.1.1.1.1.2,14.285714285714286,1,6
1137,kan,4.2.1.1.1.2.1.2,0.0,0,1
1138,kan,4.2.1.1.1.2.2.1.1.1.2,0.0,0,3
1139,kan,"4.2.1.1.1.2.2.1.1.1.2,4.2.1.1.1.2.2.1.2,1.1.1.2.i1,3.1,4.2.1.1.1.1.1.1.i2",0.0,0,1
1140,kan,4.2.1.1.1.2.2.1.1.2,0.0,0,2
1141,kan,4.2.1.1.1.2.2.1.2,0.0,0,1
1142,kan,"4.2.1.1.1.2.2.1.2,4.2.1.2.1.1.i3.2",0.0,0,1
1143,kan,4.2.1.1.2,0.0,0,47
1144,kan,4.2.1.2.1.1,0.0,0,1
1145,kan,4.2.1.2.1.1.i1,2.1739130434782608,2,90
1146,kan,4.2.1.2.1.1.i2,0.0,0,8
1147,kan,4.2.1.2.1.1.i3.1,8.0,4,46
1148,kan,"4.2.1.2.1.1.i3.1,2.2.1.1.1",100.0,1,0
1149,kan,4.2.1.2.1.1.i3.2,0.0,0,42
1150,kan,4.2.1.2.1.1.i4.1,7.762557077625571,17,202
1151,kan,"4.2.1.2.1.1.i4.1,4.2.1.2.1.1.i1",0.0,0,1
1152,kan,4.2.1.2.1.2,0.0,0,3
1153,kan,"4.2.1.2.1.2,4.2.1.1.1.2.2.1.1.1.2,4.1.i1.2.2,4.1.i1.1,1.1.1.2.i1,3.1,4.2.1.1.1.2.1.1.1,4.2.1.1.1.1.1.1.i2",0.0,0,1
1154,kan,4.2.1.2.2.1,0.0,0,3
1155,kan,4.2.1.2.2.1.1,0.0,0,59
1156,kan,4.2.1.2.2.1.2,0.0,0,12
1157,kan,4.2.1.2.2.2,0.0,0,21
1158,kan,4.2.2,3.7037037037037037,1,26
1159,kan,4.2.2.1,15.625,5,27
1160,kan,4.2.2.2.1,0.0,0,19
1161,kan,4.2.2.2.2,0.0,0,2
1162,kan,4.3,0.0,0,1
1163,kan,"4.3,4.4.1.2,4.9",0.0,0,2
1164,kan,"4.3,4.9",0.0,0,1
1165,kan,4.3.1,0.0,0,2
1166,kan,4.3.2,0.0,0,15
1167,kan,4.3.2.1,14.814814814814815,4,23
1168,kan,4.3.3,17.027027027027028,63,307
1169,kan,"4.3.3,2.2.1",0.0,0,1
1170,kan,"4.3.3,4.2.1",0.0,0,2
1171,kan,"4.3.3,4.8",0.0,0,2
1172,kan,4.3.4,0.0,0,2
1173,kan,4.3.4.1,2.816901408450704,2,69
1174,kan,4.3.4.2,24.41860465116279,21,65
1175,kan,4.3.4.2.1,0.0,0,13
1176,kan,4.4,0.0,0,1
1177,kan,4.4.1.1,3.2967032967032965,3,88
1178,kan,4.4.1.2,0.0,0,12
1179,kan,4.4.2,0.9345794392523364,1,106
1180,kan,4.5,1.2195121951219512,1,81
1181,kan,"4.5,4.9",0.0,0,2
1182,kan,4.6,11.11111111111111,1,8
1183,kan,4.6.1.1,0.0,0,8
1184,kan,4.6.1.2,16.666666666666668,1,5
1185,kan,4.6.2,0.0,0,31
1186,kan,4.6.2.2,0.0,0,7
1187,kan,4.7,8.823529411764707,3,31
1188,kan,4.8,1.7412935323383085,7,395
1189,kan,"4.8,4.3.4.1",0.0,0,1
1190,kan,"4.8,4.9",0.0,0,1
1191,kan,4.9,3.125,2,62
1192,kan,5,0.0,0,1
1193,kan,6,0.0,0,1
1194,kan,"6,BOV_AFRI",0.0,0,4
1195,kan,BOV_AFRI,0.0,0,20
1196,kan,nan,0.0,0,8
1197,levo,1,0.0,0,1
1198,levo,1.1,0.0,0,1
1199,levo,1.1.1,66.66666666666667,2,1
1200,levo,"1.1.1,4.9",0.0,0,1
1201,levo,1.1.1.1,0.0,0,3
1202,levo,1.1.1.1.1,0.0,0,23
1203,levo,"1.1.1.1.1,2.2.1.1.1",0.0,0,3
1204,levo,1.1.1.2,0.0,0,25
1205,levo,"1.1.1.2,4.2.1.1.1.1.1.1.i2",0.0,0,1
1206,levo,"1.1.1.2.i1,2.2.1.1.1.i3",0.0,0,1
1207,levo,1.1.2,3.5294117647058822,6,164
1208,levo,"1.1.2,2.2.1.1.1",50.0,1,1
1209,levo,"1.1.2,4",0.0,0,1
1210,levo,1.1.3,0.0,0,31
1211,levo,"1.1.3,4.9",0.0,0,2
1212,levo,1.2.1,0.0,0,28
1213,levo,"1.2.1,4.9",0.0,0,1
1214,levo,1.2.1.1.1,0.0,0,8
1215,levo,1.2.1.1.2,0.0,0,3
1216,levo,1.2.2,2.5641025641025643,1,38
1217,levo,"1.2.2,4",0.0,0,1
1218,levo,1.2.2.1,4.878048780487805,2,39
1219,levo,"1.2.2.1,1.1.2",0.0,0,1
1220,levo,"1.2.2.1,2.2.1.1.1",100.0,1,0
1221,levo,"1.2.2.1,4",0.0,0,1
1222,levo,"1.2.2.1,4.2.1.2.1.1.i3.1,4.1.i1.1.1.1,2.2.1.1.1,4.2.1.2.1.1.i3.2,4.1.i1.1.2,1.1.1.2.i1,3.1.1.i1,4.2.1.1.1.1.1.1.i2",0.0,0,1
1223,levo,1.2.2.2,0.0,0,15
1224,levo,"2,4.8",0.0,0,1
1225,levo,2.1,40.0,2,3
1226,levo,2.2,0.0,0,1
1227,levo,"2.2,3",0.0,0,1
1228,levo,"2.2,4.8",0.0,0,2
1229,levo,2.2.1,9.402390438247012,236,2274
1230,levo,"2.2.1,4",33.333333333333336,1,2
1231,levo,"2.2.1,4.2",0.0,0,1
1232,levo,"2.2.1,4.8",0.0,0,8
1233,levo,"2.2.1,4.9",25.0,1,3
1234,levo,2.2.1.1,2.898550724637681,2,67
1235,levo,2.2.1.1.1,23.4472049689441,151,493
1236,levo,"2.2.1.1.1,2.2.1.1.2",0.0,0,1
1237,levo,"2.2.1.1.1,3.1.1.i1",0.0,0,1
1238,levo,"2.2.1.1.1,4.2.1.2.1.1",0.0,0,2
1239,levo,"2.2.1.1.1,4.2.1.2.1.1.i1",0.0,0,6
1240,levo,2.2.1.1.1.i1,0.0,0,6
1241,levo,2.2.1.1.1.i2,0.0,0,2
1242,levo,2.2.1.1.1.i3,22.916666666666668,11,37
1243,levo,2.2.1.1.2,25.0,3,9
1244,levo,2.2.1.2,0.0,0,1
1245,levo,"2.2.1.2,3.1,4.2.1.1.1.1.1.1.i2",0.0,0,1
1246,levo,2.2.2,30.8300395256917,78,175
1247,levo,"2.2.2,2.2.1",0.0,0,1
1248,levo,"2.2.2,2.2.1.1.1",0.0,0,1
1249,levo,3,8.571428571428571,12,128
1250,levo,"3,4",0.0,0,1
1251,levo,3.1,0.0,0,2
1252,levo,"3.1,4.2.1.1.1.1.1.1.i2",0.0,0,1
1253,levo,3.1.1,15.54054054054054,23,125
1254,levo,"3.1.1,2.2.1.1.1",33.333333333333336,1,2
1255,levo,"3.1.1,4.1.i1.1.1.1",0.0,0,1
1256,levo,"3.1.1,4.2.1.1.1.1.1.1.i2",0.0,0,1
1257,levo,"3.1.1,4.2.1.1.1.2.1.1",0.0,0,1
1258,levo,3.1.1.,0.0,0,1
1259,levo,3.1.1.i1,6.666666666666667,1,14
1260,levo,3.1.1.i2,17.24137931034483,5,24
1261,levo,3.1.2,0.0,0,9
1262,levo,3.1.2.1,0.0,0,8
1263,levo,3.1.2.2,0.0,0,1
1264,levo,3.2,0.0,0,1
1265,levo,3.2.1,0.0,0,1
1266,levo,4,2.2222222222222223,1,44
1267,levo,4.1,0.0,0,37
1268,levo,4.1.1,50.0,2,2
1269,levo,"4.1.1,4.8",0.0,0,1
1270,levo,4.1.1.1,0.0,0,16
1271,levo,4.1.1.2,0.0,0,5
1272,levo,4.1.1.3,12.5,8,56
1273,levo,4.1.2,0.0,0,36
1274,levo,4.1.2.1,1.7857142857142858,4,220
1275,levo,"4.1.2.1,2.2.1",0.0,0,6
1276,levo,"4.1.2.1,2.2.1,1.1.2",100.0,1,0
1277,levo,"4.1.2.1,3",0.0,0,1
1278,levo,"4.1.2.1,4.2.1",0.0,0,1
1279,levo,"4.1.2.1,4.3.3",0.0,0,1
1280,levo,"4.1.2.1,4.4.1.1",0.0,0,1
1281,levo,"4.1.2.1,4.8",0.0,0,3
1282,levo,4.1.i1.1.1,0.0,0,1
1283,levo,4.1.i1.1.1.1,6.367041198501872,17,250
1284,levo,"4.1.i1.1.1.1,2.2.1.1.1",0.0,0,2
1285,levo,"4.1.i1.1.1.1,4.2.1.2.1.1.i4.1",0.0,0,2
1286,levo,"4.1.i1.1.1.1,4.2.1.2.2.1",0.0,0,1
1287,levo,4.1.i1.1.1.2,20.0,1,4
1288,levo,4.1.i1.1.2,33.333333333333336,1,2
1289,levo,4.1.i1.2.1,6.870229007633588,9,122
1290,levo,"4.1.i1.2.1,2.2.1.1.1",0.0,0,3
1291,levo,4.1.i1.2.2,0.0,0,4
1292,levo,4.1.i2.1,0.0,0,1
1293,levo,"4.1.i2.1,4.2.1.2.1.1.i1",0.0,0,1
1294,levo,4.2,0.0,0,2
1295,levo,"4.2,4.8",0.0,0,1
1296,levo,"4.2,4.9",0.0,0,2
1297,levo,4.2.1,10.018552875695732,54,485
1298,levo,"4.2.1,2.2.1",20.0,3,12
1299,levo,"4.2.1,2.2.1,4.8",0.0,0,1
1300,levo,"4.2.1,4.9",0.0,0,1
1301,levo,4.2.1.1.1.1.1.1.i1,10.92436974789916,13,106
1302,levo,"4.2.1.1.1.1.1.1.i1,1.2.1.1.1",0.0,0,1
1303,levo,"4.2.1.1.1.1.1.1.i1,4.2.1.2.1.1.i1",0.0,0,2
1304,levo,4.2.1.1.1.1.1.1.i2,12.5,4,28
1305,levo,4.2.1.1.1.1.2,0.0,0,28
1306,levo,4.2.1.1.1.2.1.1.1.1.1,5.882352941176471,1,16
1307,levo,4.2.1.1.1.2.1.1.1.1.2,0.0,0,7
1308,levo,4.2.1.1.1.2.1.2,0.0,0,1
1309,levo,4.2.1.1.1.2.2.1.1.1.2,0.0,0,3
1310,levo,"4.2.1.1.1.2.2.1.1.1.2,4.2.1.1.1.2.2.1.2,1.1.1.2.i1,3.1,4.2.1.1.1.1.1.1.i2",0.0,0,1
1311,levo,4.2.1.1.1.2.2.1.1.2,0.0,0,2
1312,levo,4.2.1.1.1.2.2.1.2,0.0,0,1
1313,levo,"4.2.1.1.1.2.2.1.2,4.2.1.2.1.1.i3.2",100.0,1,0
1314,levo,4.2.1.1.2,6.382978723404255,3,44
1315,levo,4.2.1.2.1.1,0.0,0,1
1316,levo,4.2.1.2.1.1.i1,3.260869565217391,3,89
1317,levo,4.2.1.2.1.1.i2,0.0,0,8
1318,levo,4.2.1.2.1.1.i3.1,8.0,4,46
1319,levo,"4.2.1.2.1.1.i3.1,2.2.1.1.1",100.0,1,0
1320,levo,4.2.1.2.1.1.i3.2,4.761904761904762,2,40
1321,levo,4.2.1.2.1.1.i4.1,11.415525114155251,25,194
1322,levo,"4.2.1.2.1.1.i4.1,4.2.1.2.1.1.i1",0.0,0,1
1323,levo,4.2.1.2.1.2,0.0,0,3
1324,levo,"4.2.1.2.1.2,4.2.1.1.1.2.2.1.1.1.2,4.1.i1.2.2,4.1.i1.1,1.1.1.2.i1,3.1,4.2.1.1.1.2.1.1.1,4.2.1.1.1.1.1.1.i2",0.0,0,1
1325,levo,4.2.1.2.2.1,0.0,0,3
1326,levo,4.2.1.2.2.1.1,33.898305084745765,20,39
1327,levo,4.2.1.2.2.1.2,8.333333333333334,1,11
1328,levo,4.2.1.2.2.2,0.0,0,21
1329,levo,4.2.2,3.7037037037037037,1,26
1330,levo,4.2.2.1,9.375,3,29
1331,levo,4.2.2.2.1,10.526315789473685,2,17
1332,levo,4.2.2.2.2,0.0,0,2
1333,levo,4.3,0.0,0,1
1334,levo,"4.3,4.4.1.2,4.9",0.0,0,2
1335,levo,"4.3,4.9",0.0,0,1
1336,levo,4.3.1,0.0,0,2
1337,levo,4.3.2,6.666666666666667,1,14
1338,levo,4.3.2.1,0.0,0,27
1339,levo,4.3.3,15.675675675675675,58,312
1340,levo,"4.3.3,2.2.1",0.0,0,1
1341,levo,"4.3.3,4.2.1",50.0,1,1
1342,levo,"4.3.3,4.8",0.0,0,2
1343,levo,4.3.4,0.0,0,2
1344,levo,4.3.4.1,1.408450704225352,1,70
1345,levo,4.3.4.2,23.25581395348837,20,66
1346,levo,4.3.4.2.1,7.6923076923076925,1,12
1347,levo,4.4,0.0,0,1
1348,levo,4.4.1.1,3.2967032967032965,3,88
1349,levo,4.4.1.2,0.0,0,12
1350,levo,4.4.2,4.672897196261682,5,102
1351,levo,4.5,3.658536585365854,3,79
1352,levo,"4.5,4.9",0.0,0,2
1353,levo,4.6,22.22222222222222,2,7
1354,levo,4.6.1.1,0.0,0,8
1355,levo,4.6.1.2,0.0,0,6
1356,levo,4.6.2,0.0,0,31
1357,levo,4.6.2.2,0.0,0,7
1358,levo,4.7,17.647058823529413,6,28
1359,levo,4.8,2.2388059701492535,9,393
1360,levo,"4.8,4.3.4.1",0.0,0,1
1361,levo,"4.8,4.9",0.0,0,1
1362,levo,4.9,7.8125,5,59
1363,levo,5,0.0,0,1
1364,levo,6,0.0,0,1
1365,levo,"6,BOV_AFRI",50.0,2,2
1366,levo,BOV_AFRI,0.0,0,20
1367,levo,nan,0.0,0,8
1368,oflx,1,0.0,0,1
1369,oflx,1.1,0.0,0,1
1370,oflx,1.1.1,66.66666666666667,2,1
1371,oflx,"1.1.1,4.9",0.0,0,1
1372,oflx,1.1.1.1,0.0,0,3
1373,oflx,1.1.1.1.1,0.0,0,23
1374,oflx,"1.1.1.1.1,2.2.1.1.1",0.0,0,3
1375,oflx,1.1.1.2,0.0,0,25
1376,oflx,"1.1.1.2,4.2.1.1.1.1.1.1.i2",0.0,0,1
1377,oflx,"1.1.1.2.i1,2.2.1.1.1.i3",0.0,0,1
1378,oflx,1.1.2,3.5294117647058822,6,164
1379,oflx,"1.1.2,2.2.1.1.1",50.0,1,1
1380,oflx,"1.1.2,4",0.0,0,1
1381,oflx,1.1.3,0.0,0,31
1382,oflx,"1.1.3,4.9",0.0,0,2
1383,oflx,1.2.1,0.0,0,28
1384,oflx,"1.2.1,4.9",0.0,0,1
1385,oflx,1.2.1.1.1,0.0,0,8
1386,oflx,1.2.1.1.2,0.0,0,3
1387,oflx,1.2.2,2.5641025641025643,1,38
1388,oflx,"1.2.2,4",0.0,0,1
1389,oflx,1.2.2.1,4.878048780487805,2,39
1390,oflx,"1.2.2.1,1.1.2",0.0,0,1
1391,oflx,"1.2.2.1,2.2.1.1.1",100.0,1,0
1392,oflx,"1.2.2.1,4",0.0,0,1
1393,oflx,"1.2.2.1,4.2.1.2.1.1.i3.1,4.1.i1.1.1.1,2.2.1.1.1,4.2.1.2.1.1.i3.2,4.1.i1.1.2,1.1.1.2.i1,3.1.1.i1,4.2.1.1.1.1.1.1.i2",0.0,0,1
1394,oflx,1.2.2.2,0.0,0,15
1395,oflx,"2,4.8",0.0,0,1
1396,oflx,2.1,40.0,2,3
1397,oflx,2.2,0.0,0,1
1398,oflx,"2.2,3",0.0,0,1
1399,oflx,"2.2,4.8",0.0,0,2
1400,oflx,2.2.1,9.52191235059761,239,2271
1401,oflx,"2.2.1,4",33.333333333333336,1,2
1402,oflx,"2.2.1,4.2",0.0,0,1
1403,oflx,"2.2.1,4.8",0.0,0,8
1404,oflx,"2.2.1,4.9",25.0,1,3
1405,oflx,2.2.1.1,2.898550724637681,2,67
1406,oflx,2.2.1.1.1,22.36024844720497,144,500
1407,oflx,"2.2.1.1.1,2.2.1.1.2",0.0,0,1
1408,oflx,"2.2.1.1.1,3.1.1.i1",0.0,0,1
1409,oflx,"2.2.1.1.1,4.2.1.2.1.1",0.0,0,2
1410,oflx,"2.2.1.1.1,4.2.1.2.1.1.i1",0.0,0,6
1411,oflx,2.2.1.1.1.i1,0.0,0,6
1412,oflx,2.2.1.1.1.i2,0.0,0,2
1413,oflx,2.2.1.1.1.i3,25.0,12,36
1414,oflx,2.2.1.1.2,25.0,3,9
1415,oflx,2.2.1.2,0.0,0,1
1416,oflx,"2.2.1.2,3.1,4.2.1.1.1.1.1.1.i2",0.0,0,1
1417,oflx,2.2.2,32.015810276679844,81,172
1418,oflx,"2.2.2,2.2.1",0.0,0,1
1419,oflx,"2.2.2,2.2.1.1.1",0.0,0,1
1420,oflx,3,8.571428571428571,12,128
1421,oflx,"3,4",0.0,0,1
1422,oflx,3.1,0.0,0,2
1423,oflx,"3.1,4.2.1.1.1.1.1.1.i2",0.0,0,1
1424,oflx,3.1.1,14.18918918918919,21,127
1425,oflx,"3.1.1,2.2.1.1.1",33.333333333333336,1,2
1426,oflx,"3.1.1,4.1.i1.1.1.1",0.0,0,1
1427,oflx,"3.1.1,4.2.1.1.1.1.1.1.i2",0.0,0,1
1428,oflx,"3.1.1,4.2.1.1.1.2.1.1",0.0,0,1
1429,oflx,3.1.1.,0.0,0,1
1430,oflx,3.1.1.i1,6.666666666666667,1,14
1431,oflx,3.1.1.i2,17.24137931034483,5,24
1432,oflx,3.1.2,0.0,0,9
1433,oflx,3.1.2.1,0.0,0,8
1434,oflx,3.1.2.2,0.0,0,1
1435,oflx,3.2,0.0,0,1
1436,oflx,3.2.1,0.0,0,1
1437,oflx,4,2.2222222222222223,1,44
1438,oflx,4.1,0.0,0,37
1439,oflx,4.1.1,50.0,2,2
1440,oflx,"4.1.1,4.8",0.0,0,1
1441,oflx,4.1.1.1,0.0,0,16
1442,oflx,4.1.1.2,0.0,0,5
1443,oflx,4.1.1.3,10.9375,7,57
1444,oflx,4.1.2,0.0,0,36
1445,oflx,4.1.2.1,1.7857142857142858,4,220
1446,oflx,"4.1.2.1,2.2.1",0.0,0,6
1447,oflx,"4.1.2.1,2.2.1,1.1.2",100.0,1,0
1448,oflx,"4.1.2.1,3",0.0,0,1
1449,oflx,"4.1.2.1,4.2.1",0.0,0,1
1450,oflx,"4.1.2.1,4.3.3",0.0,0,1
1451,oflx,"4.1.2.1,4.4.1.1",0.0,0,1
1452,oflx,"4.1.2.1,4.8",0.0,0,3
1453,oflx,4.1.i1.1.1,0.0,0,1
1454,oflx,4.1.i1.1.1.1,6.367041198501872,17,250
1455,oflx,"4.1.i1.1.1.1,2.2.1.1.1",0.0,0,2
1456,oflx,"4.1.i1.1.1.1,4.2.1.2.1.1.i4.1",0.0,0,2
1457,oflx,"4.1.i1.1.1.1,4.2.1.2.2.1",0.0,0,1
1458,oflx,4.1.i1.1.1.2,0.0,0,5
1459,oflx,4.1.i1.1.2,33.333333333333336,1,2
1460,oflx,4.1.i1.2.1,6.870229007633588,9,122
1461,oflx,"4.1.i1.2.1,2.2.1.1.1",0.0,0,3
1462,oflx,4.1.i1.2.2,0.0,0,4
1463,oflx,4.1.i2.1,0.0,0,1
1464,oflx,"4.1.i2.1,4.2.1.2.1.1.i1",0.0,0,1
1465,oflx,4.2,0.0,0,2
1466,oflx,"4.2,4.8",0.0,0,1
1467,oflx,"4.2,4.9",0.0,0,2
1468,oflx,4.2.1,9.461966604823747,51,488
1469,oflx,"4.2.1,2.2.1",20.0,3,12
1470,oflx,"4.2.1,2.2.1,4.8",0.0,0,1
1471,oflx,"4.2.1,4.9",0.0,0,1
1472,oflx,4.2.1.1.1.1.1.1.i1,10.084033613445378,12,107
1473,oflx,"4.2.1.1.1.1.1.1.i1,1.2.1.1.1",0.0,0,1
1474,oflx,"4.2.1.1.1.1.1.1.i1,4.2.1.2.1.1.i1",0.0,0,2
1475,oflx,4.2.1.1.1.1.1.1.i2,12.5,4,28
1476,oflx,4.2.1.1.1.1.2,0.0,0,28
1477,oflx,4.2.1.1.1.2.1.1.1.1.1,5.882352941176471,1,16
1478,oflx,4.2.1.1.1.2.1.1.1.1.2,0.0,0,7
1479,oflx,4.2.1.1.1.2.1.2,0.0,0,1
1480,oflx,4.2.1.1.1.2.2.1.1.1.2,0.0,0,3
1481,oflx,"4.2.1.1.1.2.2.1.1.1.2,4.2.1.1.1.2.2.1.2,1.1.1.2.i1,3.1,4.2.1.1.1.1.1.1.i2",0.0,0,1
1482,oflx,4.2.1.1.1.2.2.1.1.2,0.0,0,2
1483,oflx,4.2.1.1.1.2.2.1.2,0.0,0,1
1484,oflx,"4.2.1.1.1.2.2.1.2,4.2.1.2.1.1.i3.2",100.0,1,0
1485,oflx,4.2.1.1.2,6.382978723404255,3,44
1486,oflx,4.2.1.2.1.1,0.0,0,1
1487,oflx,4.2.1.2.1.1.i1,4.3478260869565215,4,88
1488,oflx,4.2.1.2.1.1.i2,0.0,0,8
1489,oflx,4.2.1.2.1.1.i3.1,8.0,4,46
